category,s1,s2,label,node_id,neighbour
Growing Up & Facts of Life," Se an Tiff any is an illustr ator with over 2 5 years of experience . He ' s worked on over 6 0 children ' s books for Cap stone and taught at the Joe Ku bert School in New Jersey . Sean combines his loves of comics , art , and rock ' n ' roll in his multimedia project Oil Can Drive . He was raised on an island off the coast of Maine and now lives in Boulder , Colorado with his wife , Mon ika , their son , James , and a house full of guitars .", Line back er Block ( Team Jake Madd ox Sports Stories ),2,50725,"[10277, 19251, 19391, 22220, 22883, 23781, 45922, 50640, 50648, 50652, 50657, 50659, 50665, 50668, 50712, 50731, 50735, 50736, 50741, 50742, 50755, 50760, 50798, 50804, 50814, 50825, 50838, 50848, 50879, 50898, 50899, 50902, 50913, 50930, 50970, 50982, 50986, 50991, 51008, 52026, 55055, 56762, 56770, 56776, 56782, 56788, 56789, 56806, 65470, 65471, 65473, 65475, 65478, 65481, 65483, 65484, 65485, 65493]"
Growing Up & Facts of Life," Cat , Duck , and Squ ir rel are back for another friendly adventure in A P ip kin of Pepper , a sequel to Pump kin S oup . In this tale of friendship and lessons learned , the trio sets out to buy salt for their pumpkin soup but gets lost in the city . The heart w arming story captures the panic of a young ster in unfamiliar territory and concludes with a predictable yet reass uring resolution .", A P ip kin of Pepper ,2,12283,"[3244, 5514, 5578, 6071, 6735, 12081, 12323, 20792, 37807, 39131, 48173, 56698]"
"Arts, Music & Photography"," Action Figures : Paint ings of Fun , D aring , and Adventure ( B ob Rac z ka ' s Art Adventures ) presents 1 8 vibrant paintings showcasing various artists ' interpretations of lively activity . From George Bell ows ' s punch y Dem p sey and F ir po to Diego River a ' s fier y The Con quest of Mexico , the book offers a diverse range of styles spanning 1 4 5 0 to 1 9 6 2 . With works such as Pa olo U cc ello ' s St . George and the Dragon and Morris Kant or ' s Baseball at Night , Rac z ka connects the art pieces through identifying capt ions and rh ym ing phrases . The book concludes with analytical comments encouraging young viewers to explore the paintings further . Gr ades 3 - 5 ."," Action Figures : Paint ings of Fun , D aring , and Adventure ( B ob Rac z ka ' s Art Adventures )",13,31447,[72144]
"Arts, Music & Photography"," What ley ( El vis Pres ley ' s The First No el ) enhances the singing cow boy ' s classic with vibrant visuals . The story follows a boy who wants a puppy for Christmas but has asked for a cow boy hat . As Santa Claus arrives , it seems he has brought the perfect gift . The book features interesting perspectives , like an aerial view of the re inde er - borne sle igh , and includes music and lyrics on the end p apers . Suit able for ages 3 and up .", Here Comes Santa Claus ,13,1059,"[862, 5494, 5591, 9238, 14018, 14412, 15843, 18457, 23181, 23657, 26954, 27026, 28790, 28843, 29000, 33680, 33851, 33977, 36587, 42907, 45333, 51787, 52542, 52560, 52605, 58462, 68429, 70385]"
Science Fiction & Fantasy," In the thrilling adventure ' V ac ation Under the Vol cano ', Master L ibr arians Jack and Annie journey to Pompe ii to save an ancient story on the ver ge of being lost forever . Un b ek nown st to them , they are preserving the myth of H erc ules . However , before they can retrieve the story , the town ' s volcano erup ts in a massive explosion . Just as all seems lost , Jack and Annie receive unexpected assistance from a legendary hero , culmin ating in a historic rescue .", V ac ation Under the Vol cano : A Magic Tree House Adventure ,7,26482,"[1337, 4400, 5320, 8691, 8726, 10184, 12582, 12645, 12655, 12661, 12663, 12715, 12900, 12913, 13037, 13048, 13064, 13075, 13138, 13219, 13451, 13543, 13613, 13658, 13780, 14595, 14633, 14710, 15260, 15268, 15291, 16608, 16806, 19125, 19234, 26213, 26254, 26322, 26324, 26380, 26395, 26480, 26490, 26492, 26503, 26513, 26535, 35093, 46410, 46440, 53199]"
Literature & Fiction," D ana Re gan , raised in a cold Wisconsin village , moved to St . Louis for her B FA in Ill ustration from Washington University . She then traveled to Kansas City to work in a large greeting card company . Year ning for her roots , she set up a home studio to freelance and illustrate children ' s books . Dana has written 1 0 books and illustrated over 8 5 titles . Her latest work is ASP CA Kids : Pet Rescue Club : No Time for Hall ie .", AS P CA Kids : Pet Rescue Club : No Time for Hall ie ,0,35558,"[13474, 13547, 19696, 22471, 22585, 35559, 35560, 35566, 35573, 35586, 35588, 49993, 63617, 67495, 67498, 67559, 75201]"
Animals," F our eggs wait to hatch , but their dest in ies differ . Three eggs crack , revealing pink , yellow , and blue ch icks , while a green egg remains un hat ched . The three ch icks fly away , leaving the green egg behind . Eventually , they return to find a green cro cod ile inside the cracked egg . The story explores themes of friendship , waiting , and the cycl ical nature of young creatures choosing their actions and flying out into the world .", E gg ,1,4098,"[1663, 1716, 2416, 2512, 2639, 2772, 2964, 3512, 3773, 3894, 3930, 4015, 4040, 4158, 4250, 4315, 10917, 11192, 11550, 12086, 15811, 16407, 16424, 21372, 21955, 22666, 23694, 23961, 23969, 29290, 29295, 29314, 33446, 33677, 33680, 33841, 33873, 33892, 33985, 33997, 36459, 37254, 37455, 38921, 41551, 45727, 45930, 49635, 52535, 52599, 52649, 52656, 53799, 54901, 55027, 55036, 55056, 55094, 55338, 55884, 58161, 58171, 58186, 58514, 64081, 65108, 68094, 68130, 68141, 68175, 68188, 68189, 68204, 68210, 68423, 68461, 69006, 69516, 70454, 71560, 74881]"
Growing Up & Facts of Life," A fantasy novel with an appealing protagonist , action - packed scenes , and w itty writing . The story revol ves around witch craft and evil - do ers getting their deserved punishment . Celebr ated by critics and readers alike , this book is suitable for upper middle grade readers .", Cast le Hang nail ,2,6896,"[2938, 2951, 2983, 3563, 3566, 3805, 3852, 6497, 6512, 6620, 6704, 6844, 6851, 6890, 6910, 7659, 11193, 11397, 11418, 11957, 13510, 14700, 15890, 15899, 16647, 16658, 19491, 21491, 21757, 21766, 21792, 22811, 22885, 22908, 23865, 29298, 36445, 36480, 36495, 36516, 36539, 36563, 36564, 36623, 36628, 45631, 45635, 45657, 45738, 45829, 48689, 51772, 54822, 54826, 55084, 55865, 55945, 56406, 58204, 65107, 67264, 68171, 69558]"
"Arts, Music & Photography"," J ess ica worries as she learns the Nut cr acker School of Ballet might lose its lease . The school is already in trouble , and a str ay k itty she resc ues adds to her concerns . With the animal shelters unable to take the cat for weeks , she hopes it can live at the school . Life won ' t be the same without the ballet classes she shares with her Sugar Pl um sisters .", S ug ar Pl um Ball er inas : Saving the Nut cr acker School of Ballet ,13,34967,"[3972, 4363, 4377, 6388, 6414, 6459, 6515, 6520, 6534, 6743, 6826, 6858, 6905, 8354, 8358, 8359, 8443, 10572, 11546, 11685, 14996, 15099, 19110, 19432, 19662, 21330, 21435, 21527, 21841, 22276, 22967, 23047, 24787, 28611, 34968, 34969, 34977, 44429, 51422, 52721, 55296, 55349, 55408, 55533, 57746, 58464, 62297, 65860, 74853, 74857]"
Literature & Fiction," India Red man is a multif ac eted creative artist skilled in furniture building , painting , jewelry design , website and print design , and product design . A lifelong story t eller , she has been privately writing for decades . Her recent venture into children ' s picture books is a new and thrilling exploration . Based in Los Angeles , India frequently travels and immers es herself in various cultures to enhance her art .", L ily ' s Lost Pur r ,0,44908,[44877]
"Science, Nature & How It Works"," En velop ed in salt water air and d izz ying blue water , this latest entry from veteran author Montgomery offers a unique insight into the field work of great white shark scientists . The emphasis is on patience and perse ver ance required to gather and analyze data under challenging circumstances . The author ' s genuine interest in understanding great whites and revers ing negative attitudes about them is evident throughout the book . Readers will learn that the perceived danger surrounding sh arks doesn ' t always match reality and that these creatures are in desperate need of protection and conservation efforts . The book features stunning photographs that range from intimate crew member shots to aerial overview s of the waters they sail on .", The Great White Sh ark Scient ist ( Sc ient ists in the Field Series ),15,21560,"[3793, 3847, 12364, 14099, 16678, 20821, 21346, 21570, 21572, 21573, 21578, 21669, 21681, 21696, 22937, 23111, 23154, 23190, 23259, 23285, 23302, 24957, 25191, 33752, 37256, 41554, 50051, 52410, 53265, 53301, 55147, 56419, 65044, 65137, 65174, 68118, 69588]"
Animals," Bill Wallace , raised in Oklahoma , loved horse back riding , camp outs , and fishing trips . His favorite memories include to asting marsh m all ows , sharing ghost stories , and catching fish . A memorable trip to Lake Law ton ka inspired his story Ch om ps , Fle a , and Gray Cat ( That ' s Me !). ", Bill Wallace ' s Mem orable Fishing Trip Insp ires Children ' s Story ,1,25950,"[25924, 25951, 26006, 26075, 26132, 30183, 47401, 47584, 47829]"
Growing Up & Facts of Life," A ges 4 - 6 . Accessed only through dreams , sleep p onies transport the young narrator to flower - filled me adows , fast - running streams , and sh ady p onds . Through On g man ' s l yr ical prose , rich with nature imagery , little listeners are carried along for the ride on the back of an imaginary p ony . The g au zy paintings in water col ors and past els ev oke dream iness as they picture the wildlife pop ulating the bu col ic scenes . This so othing read will please young horse lovers at bed time or any time of the day .", The Sleep P onies ,2,42927,[42928]
Education & Reference," A descriptive book about various jobs and the people who do them , set on the fictional island of Ban illa . The book features entertaining characters such as Manuel Lab er , the builder ; Penny S ill in , the doctor ; Les Ch atter , a teacher ; Honor To ze , a ballet dancer ; and Mayor N aze . Clearly written and filled with useful information , this book offers a glimpse into the diversity of jobs . The layout and detailed illustrations are similar to those in Richard Sc arry ' s books .", Th ings People Do ,12,40668,"[148, 564, 1445, 5194, 5296, 5394, 7444, 7554, 12378, 12631, 12770, 13044, 14246, 14295, 15112, 15115, 15148, 15930, 18316, 20155, 23860, 25054, 25730, 26420, 26514, 26606, 29878, 30302, 30393, 30473, 30897, 32018, 37912, 40272, 47275, 49636, 53334, 60847, 70846, 71491, 73762]"
Growing Up & Facts of Life," Three friends argue over what to play on a rainy day , unable to agree between being a princess , fairy , or ball er ina . They eventually sul k until the l ure of rain and pudd le st omp ing ent ices them to spend the day outside , hand - in - hand . The story highlights the necessity of compromise in friendships .", Pr incess ! Fair y ! Ball er ina !,2,22675,"[3188, 4100, 4149, 6735, 10880, 11931, 14550, 16461, 16823, 22368, 22505, 22692, 23665, 23726, 28790, 28827, 45957, 55338, 56920, 68204]"
Literature & Fiction," This book offers eight m erm aid tales from various countries , initially published as a picture book named ' A Treasury of M erm a ids ( Har per Coll ins , 1 9 9 7 ) '. The paper back edition features new artwork and a chapter - book format . Soft past els have been replaced with pen - and - ink drawings , and the artwork is now integrated mid way through the stories . While it may cater to some chapter - book readers , it cannot replace the original publication . Folk lore enthusi ast Shirley Cl imo has auth ored several children ' s books based on her love for folk lore .", A Se ren ade of M erm a ids : M erm aid Tales from Around the World ,0,4653,[784]
"Arts, Music & Photography"," J enn ifer Ol m sted , a He inem ann - R aint ree author , wrote a book titled ' Art of the Middle Ages ' which del ves into the fascinating world of art throughout history .", Art of the Middle Ages ( Art In History ),13,46588,[41947]
Literature & Fiction," Z is for Ze us : A Greek Myth ology Al phabet is a book that explores Greek mythology in a creative and informative manner . Each letter is featured in a rh ym ed verse , with side b ars providing additional information for children . The book del ves into myths , lif estyles , and history , though some readers may find it confusing to distinguish between actual Greek history and mythology . The Gl oss ary of Gods helps sort out the characters . The advanced text and humorous water color cartoons make it suitable for an older age range , though the picture - book format may be off - put ting for some . Former libr arian Helen L . Wil bur , who has a BA in English Language and Literature from the University of Chicago and a masters degree in library science from Columbia University , auth ored the book . The illustrations are by Victor Ju has z , whose clients include TIME , Rolling Stone , The New York Times , The Washington Post , and Warner Books . ", Z is for Ze us : A Greek Myth ology Al phabet ,0,63224,"[17670, 30379, 30959, 49629, 49783, 62007, 63171]"
Literature & Fiction," T am ar helps her family build a su kk ah , but it seems something is missing . She tries to hang apples from the ceiling but lacks the height . Neighbor Danny l ends a hand , but the su kk ah still feels incomplete . They consider asking Shel ly across the street to write a Hebrew blessing . As more neighborhood kids join in , the su kk ah begins to feel just right . The story highlights team work and inclusion , while a brief end page explains S uk k ot .", T am ar ' s S uk k ah ,0,53701,"[13996, 14328, 15989, 22228, 31421, 31531, 31601, 31636, 31693, 37614, 38930, 38966, 38995, 39298, 39382, 40004, 53525, 53572, 53601, 53696, 53757, 54115, 57595, 57628, 62089, 62172, 69502, 69529]"
Literature & Fiction," L osing a beloved pet can be devastating for young children . When Mickey ' s dog , Sc ooter , dies , he wants to know , ' Is Sc ooter in heaven ?' His wise parents patient ly help him learn to grie ve . This tender story addresses tough questions young children ask about pet death . It includes suggestions for parents and caregivers .", The Day Sc ooter D ied : A Book about the Death of a Pet ( Hel ping Kids He al ),0,8879,"[10098, 10375, 11522, 20687, 24282, 24830, 28984, 59133]"
Comics & Graphic Novels," Word Girl : Coalition of Mal ice is a television episode from the Word Girl series , featuring the creative efforts of Chris Kar w owski and Steve Young . Kar w owski , an American television writer known for his work with The On ion , contributed his writing skills to the episode . Young , an American television anim ator , provided art and directed dozens of episodes throughout the series .", Word Girl : Coalition of Mal ice ,22,66684,"[66642, 66685, 66687]"
Animals," True Enough ( He art land # 1 1 ) is a book in the popular Heart land series , written by Lauren Bro oke . Bro oke lives in an old English farm house outside London , dividing her time between writing and taking care of her two horses . She is also the author of the Chest nut Hill series .", True Enough ,1,17292,"[17045, 17051, 17052, 17054, 17060, 17062, 17253, 17259, 17281, 17376, 17377, 17378, 17412, 17567, 17569, 17572, 17597, 17601, 17861, 17886, 21850]"
"Science, Nature & How It Works"," A Kid ' s Summer Eco Journal encourages children to explore , read about , and write about nature . The book features nature activities such as making a map of the observation area , growing a giant flower , harvest ing seeds , baking a potato with solar heat , collecting grass and fire flies , and following sn ails . Award - winning author T oni Albert , M . Ed ., is known for her thirty - five books focusing on endangered wildlife and wild lands . Tr ick le Creek Books , her publishing house , aims to teach kids to care for the earth . Albert lives on twenty acres of wood ed land with her husband , cats Bailey and Charlie , and dog Aber c rom bie .", A Kid ' s Summer Eco Journal : With Nature Activities for Expl oring the Season ,15,42772,"[42773, 42774]"
"Science, Nature & How It Works"," These introduct ions provide detailed information on various flying machines , combining bright color photos with explan atory texts . The series focuses on specific aspects like gear requirements , steering techniques , speed changes , and safe land ings . The narratives and images feature equal representation of men and women . Each volume concludes with a labeled diagram , ' Fun Facts ' page , and lists of print and web resources . The series is designed for elementary school students and fills a gap in their non fiction collections .", How Do Jets Work ? ( Light ning Bol t Books - How Flight Works ),15,53542,[50524]
Growing Up & Facts of Life," Em phas izing that assert iveness is not aggression , this book aims to teach children strength and self - conf idence for later life success . Wid ely praised by early childhood education experts and child psych ologists , L iking Mys elf is a valuable resource for parents and teachers of 5 - 1 1 year - olds . With a focus on dignity and self - esteem , this book is a corner stone for fost ering positive attitudes and resilience in children .", L iking Mys elf ,2,72706,"[829, 45116, 61414, 61643, 61648, 64157, 64158, 68204, 72707, 73532]"
Growing Up & Facts of Life," D ear Amazon Readers : I never really know where my stories come from . I only know where I come from , and that ' s from a family of mor bid ly curious people . One of my a unts told me that my grandparents used to take their three daughters to the Grey h ound bus station on Friday nights . They ' d watch the passengers coming and going , and make up stories about them . Of course , this was in Pe oria , Illinois , in the pre - TV era , when entertainment was largely a do - it - your self proposition . I think the world can be divided into two camps of people : those who come and go and get on with the business of life , and the rest of us whose business it is to wonder what other people are doing and why and with whom . The 4 3 Old Cemetery Road series is full of faces and places the author has wondered about over the years . Sp ence M ansion , home to Ign at ius B . Gr ump ly , Se ym our Hope , and the ghost of Olive C . Sp ence , is based on an actual house in Pe oria that the author ' s sister ( and illustr ator ) Sarah and she rode by on their bikes hundreds of times as kids . They never knew who lived there , but they ' ve wondered about that place for decades . If the author were a ghost , she knows she ' d want to hang her hat ( or opera glasses ) in an old Victorian like that house . Who wouldn ' t want to write their Last Will and Testament in lim er icks as Noah Bre th does in Till Death Do Us Bark ? The author has always loved reading ob itu aries , especially those of eccentric old million aires . They ' re the ones who can afford to do the really lo ony things the rest of us only dream about doing . The author considers reading ob itu aries part of her job as a writer and as a person too . She thinks we have an obligation to be interested in one another ; to wonder , as her grandparents did , about other people ' s lives . For her , writing fiction is only a small step from watching people at a Grey h ound station . The only difference is that the bus station is her desk , and she has to create the passengers and follow them to their final destination , sp ying all the while , without getting kicked off the bus . In book three of the 4 3 Old Cemetery Road series , Se ym our takes on an abandoned Irish wolf h ound that bar ks around the clock , much to the dis may of his adopt ive parents . While searching for the dog ' s owner , Se ym our encounters the ghost of Noah Bre th , an eccentric million aire who converted his fortune to rare coins in an attempt to teach his unpleasant children a lesson . The Kl ise sisters have their formula down to a science : a heavily illustrated , comed ic / g host ly mystery revealed in a series of letters and documents by a quirky cast whose pun - filled names are truly gro an worthy . Another adventure is promised . Gr ades 3 - 6 . -- K ay We is man ", T ill Death Do Us Bark ( 4 3 Old Cemetery Road ),2,23141,"[7545, 7549, 21399, 21495, 23330]"
Literature & Fiction," A hilarious collection of poems about food , Food H ates You , Too challenges young minds with varying lengths and forms of poetry , intricate vocabulary , and delightful illustrations . The poems imagine a world where food hates us back , confront ing common pick y eating habits . Kids will relate to the title poem , where food titles express their dis d ain for being rejected . The poems are a mix of fresh , funny , and challenging content , with words like ' per n icious ,' ' pre hens ile ,' ' un min ced ,' and ' bl anc hed .' The full - color , mixed - media illustrations offer 搞笑 and bizarre visuals , adding to the overall enjoyment of the book . This winner is sure to be loved by children ."," F ood H ates You , Too and Other Po ems ",0,48995,[7515]
Growing Up & Facts of Life," E rain na , a native of central Louisiana , has always been passionate about teaching . She earned her teaching degree in 1 9 9 5 , a Master ' s degree in 2 0 0 0 , and an Education Specialist degree in early childhood education . After fifteen years in the classroom , she became a school counselor . While working as a counselor at an elementary school in northeast Texas , E rain na discovered that using children ' s books as therapy helped her students heal , learn , and grow . Inspired by the children she worked with , she began writing books to touch their hearts . E rain na has written over thirty books to guide parents , teachers , and counsel ors in helping children become their best sel ves . She lives on a 3 0 0 - acre cattle ranch with her family and numerous animals .", Friend ship T ug - of - War ( G IR L P OWER : Believe in Your self ),2,24824,[24820]
Education & Reference," Mc G raw - H ill authors are renowned experts in their respective fields , committed to enhancing the lives , careers , and purs uits of readers globally . Their publications , like Math , Course 3 , Vol . 1 ( Common Core Edition ) ( M ATH AP PL IC & CON N CR SE ), aim to provide a valuable resource for learners ."," Math , Course 3 , Vol . 1 ( Common Core Edition ) ( M ATH AP PL IC & CON N CR SE )",12,5076,"[212, 214, 218, 219, 11783, 11785, 17212, 23152, 31245, 42867, 55674]"
Religions," Ill ustr ated in full color , Jon ah goes over board at sea , gets swall owed by a whale , is released , and finally delivers God ' s message to the people of Nine ve h .", J on ah and the Wh ale ( A Ch unk y Book ( R )) ,20,26342,[26275]
Growing Up & Facts of Life," E than Long is an author and illustr ator of numerous children ' s books , including T ick le the Duck , Stop Kiss ing Me , St ink y Sm elly Fe et , One Little Chicken , F iest a F ias co , and The Z ombie N ite Caf . His latest work is Have You Been N aught y or Nice ? Visit his website at www . eth an long . com .", Have You Been N aught y or Nice ?,2,10280,"[10225, 10227, 10286]"
Growing Up & Facts of Life," Bet ty G . Bir ney is a renowned television writer and children ' s book author . She ' s won numerous awards for her work , including an Emmy , three Human itas Pri zes , a Writers Guild of America Award , and a Christopher Award . Bir ney grew up in St . Louis , Missouri , near where her parents lived on Humph rey Street . Her works include the Humph rey series , ' The Seven W ond ers of S ass a fr ass Springs ,' and ' The Princess and the Pe ab ody ' s .' Her website , bet ty bir ney . com , offers fun Humph rey activities and information .", School Days According to Humph rey ,2,6529,"[541, 2425, 3354, 5334, 6058, 6146, 6289, 6338, 6527, 6588, 6665, 6708, 6791, 6801, 6855, 6868, 6871, 6874, 6892, 6902, 6917, 6932, 6951, 6981, 7721, 10686, 11397, 12819, 13263, 14339, 16617, 17809, 18145, 18183, 18455, 22104, 22727, 22883, 23002, 23040, 24710, 32564, 34497, 45771, 48359, 49800, 58174, 70479]"
History," This illum inating book covers the life and career of N ell ie B ly ( 1 8 6 4 - 1 9 2 2 ) and other reform - minded journalists like Jacob Ri is , I da B . Wells , and U pton Sin clair . Mah oney ' s descriptive writing provides informative insights without overwhelming readers . The book features excerpt s from the journalists ' writings , offering a taste of the vivid and sens ational ized text characteristic of the m uck ra king genre . It also presents a rich sense of the late 1 9 th and early 2 0 th centuries , when mentally ill patients endured abuse , racial and gender prejud ices were prevalent , and many faced dire poverty . A dozen activities throughout the text are weaker additions with limited rel ational ties to the content . The vivid illustrations consist of period photos and ep he mer a . A worthy purchase for readers interested in investigative journalism and history ."," N ell ie B ly and Investig ative Journalism for Kids : Might y M uck ra kers from the Golden Age to Today , with 2 1 Activities ( For Kids series )",18,67182,"[6798, 13501, 18978, 49476, 49546, 53272, 59958, 60377, 68560]"
"Activities, Crafts & Games"," J ann ie Ho , also known as Chicken Girl , is an illustr ator raised in Philadelphia and educated at Pars ons School of Design . Her work is inspired by Japanese and retro art , and she ' s created humorous illustrations for books and magazines . Some of her published works include The Ha unted Gh oul Bus , The Mixed - Up Al phabet , and The Peng uins ' Perfect Pic nic .", J ann ie Ho ' s Ill ustration Career and Her Influ ences ,6,29321,"[31172, 31321, 48586, 48682, 52378, 52592, 58226]"
Science Fiction & Fantasy," Ad am Bl ade is the author of the Beast Quest series , which includes C yp her the Mountain Giant , Fern o the Fire Dragon , and Sep ron the Sea Ser pent .", Be ast Quest : The Complete Book of Be asts ,7,47115,"[47093, 47135]"
"Science, Nature & How It Works"," A sh ley Land on and her brother Jack , along with their foster brother Brid ger Con ley , go fishing in the Florida Ever gl ades . Their day takes a turn when Jack ' s camera is stolen by a stranger in a power boat . The trio soon realizes that the theft is part of a larger mystery involving dying man ate es . The book offers vivid descriptions , cliff - h anger chapter end ings , and action - packed scenes , while also teaching readers about the ecology and wildlife of the Ever gl ades . The end p apers contain a map of Ever gl ades National Park and invite readers to send research questions or messages to the authors . The story is well - complement ed by National Geographic - quality photos and Jean Craig head George ' s The Missing ' G ator of G umbo L imb o ."," D ead ly Waters ( National Park ' s Myst eries Series , 4 )",15,35461,"[35442, 49459]"
Animals," This holiday favorite is perfect for bed time story requests and early readers . L oo o ong Dog experiences his first snow fall and emb arks on adventures with his owner and neighbors . V ibr ant full - page illustrations captiv ate both children and adults as they follow the pup ' s esc ap ades , including making snow angels , trying to ice skate , and meeting Santa . T old in rh yme , his adventures will charm kids and adults alike , making it a holiday classic . Previous books in the series include neighborhood park visits , ra inst orm play dates , and Halloween cost umed trick - or - t reat ing .", White Christmas of a L oo o ong Dog : Beautiful ly Illustr ated Christmas Po ems for Kids and Dog Lo vers ( L oo o ong Dog ' s Adventures ) ( Vol ume 3 ),1,75721,"[674, 2937, 4379, 5494, 9006, 9443, 9655, 11210, 11930, 12211, 13001, 14412, 16187, 16501, 16726, 18426, 18517, 19616, 21500, 28496, 28843, 31707, 44920, 45333, 45649, 45727, 46013, 49414, 51105, 52560, 55024, 55262, 56433, 58059, 63066, 63375, 69398, 69403, 69442, 69452, 69484, 69490, 75708]"
Action & Adventure,,,10,71381,"[7996, 60981, 71357, 71359, 71373, 71808]"
Growing Up & Facts of Life," J esse Franklin , raised in Green River , Wyoming , spent his free time exploring the state . After joining the Marine Corps , he was station ed at Camp P end leton , California , and later attended the University of Utah . He met his wife on a deployment to Ok in awa , Japan , and they now have three children . Jesse ' s stories are inspired by his family and Marine Corps experiences .", My Daddy S le eps Every where ,2,74768,"[20993, 22393, 22903, 24740, 31892, 43057, 43794, 45020, 50062, 51653, 54098, 64122, 67707, 68475, 70173, 73956, 74052, 74403, 74674, 74678, 75574]"
Education & Reference," Jo an Lower y Nixon ' s memoir , The Making of a Writer , offers clear and concise advice to aspiring writers . It details her childhood events that shaped her growth as a writer , anecd otes from her life , and her belief in herself . This book appeals to both her fans and those who teach writing to children .", The Making of a Writer : A Mem oir ,12,18178,[]
Growing Up & Facts of Life," This coloring book teaches young sters to identify 8 common insects while they color vibrant images of a f uzzy cater pill ar , spider , ant , b umble bee , grass ho pper , butterfly , and 2 additional insects . The book includes 8 detailed images to color and measures 4 3 / 1 6 x 5 5 / 8 inches . With 8 pages of engaging content , this coloring book is an enjoyable way to learn about the insect world .", In sect s St ained Glass Col oring Book ,2,19914,"[19835, 19862, 19873, 19874, 19881, 19888, 19898, 19903, 19904, 19917, 19921, 19954, 19963, 20064, 20080, 20171]"
Growing Up & Facts of Life, 2 0 1 6 Matt el . All Rights Reserved ., E ver After High : Epic Winter : The Junior Novel ,2,11331,"[11007, 11032, 11054, 11069, 11106, 11141, 11171, 11183, 11188, 11196, 11200, 11208, 11280, 11306, 11307, 11313, 11375, 11388, 11410, 11412, 11445, 11450, 11454, 11456, 11457, 11467, 11468, 11535, 11552, 11554, 11559, 11587]"
Animals," Mac K enzie Buck ley , a trained dram atur ge and former Marvel Comics editor , is the author of Sally ' s B ones and co - author of the upcoming young reader series Marvel ' s Super Hero Adventures . She lives in New York with her family and has at least one crazy dream a week .", PA W Patrol : P up - t astic Halloween : A Sp ook y L ift - the - Fl ap Book ,1,35603,"[2192, 3336, 6735, 10041, 13367, 13536, 14632, 16724, 16741, 16795, 16812, 16846, 18431, 18738, 19597, 21706, 22077, 23675, 23726, 23741, 23761, 23797, 23867, 23884, 23933, 23971, 24023, 26430, 33940, 35593, 45285, 45347, 48956, 53323, 54480, 58091, 58138, 58207, 58208, 58212, 58228, 58239, 58509, 60744, 69420, 69423, 69460]"
Education & Reference, Book by GREAT S OURCE , Write Away : A Handbook for Young Writers and Lear ners ,12,25569,"[25560, 25565, 25570, 25571, 42523]"
Literature & Fiction," M ary Had a Little Lamb , published in 1 8 3 0 , is a ja un ty picture book with illustrations of a one - room school house in the country . The characters ' clothing and touches of fantasy and humor create a timeless , light hearted landscape . All six verses are presented , along with double - page pictures that depict the hilar ity , sadness , and joy found in the story . The illustrations , digital coll ages combining fabric elements with acrylic and g ou ache painting , light en the ending verse . This is a child - ple asing version of the well - known poem .", M ary Had a Little Lamb ,0,31887,"[10339, 28634, 31239, 62253]"
Education & Reference," A children ' s picture book titled ' Am I Small ? / Je ga j agn ay o ?' features magical creatures and wh ims ical details . It ' s told in simple and engaging words with imagin ative pictures . The book is recommended for children who enjoy ling ering over pages full of fantasy . It has received positive reviews from Fore Word Clar ion Reviews , Kirk us Reviews , and E sel so hr .", Am I Small ? / Je ga j agn ay o ?: Children ' s Picture Book ( K ore an and English Edition ),12,56592,"[5862, 22961, 29382, 36670, 36688, 36692, 36700, 36702, 36712, 36714, 36715, 36716, 39611, 54421, 56582, 56584, 56588, 56890, 58449, 64884, 68994, 71141, 71154]"
Animals," Se a S ear cher ' s Handbook is a comprehensive resource filled with information , activities , and illustrations aimed at engaging young minds and fost ering a love for the ocean . It ' s an ideal tool for teachers seeking to enhance their ocean unit curriculum . Published in Science and Children , this Handbook offers a treasure tro ve of knowledge for nurt uring marine enthusiasts .", Se a S ear cher ' s Handbook : A Must - Have Ocean Learning Guide ,1,72166,[74234]
Animals," N ancy Rose , a Canadian photographer , has gained wide recognition for her captiv ating photos of wild squir rels in unique settings . Shot in her backyard , these photos have been featured in notable publications such as the Washington Post , London Times , and Buzz feed . Rose is the author of two popular books : The Secret Life of Squ ir rels and Merry Christmas , Squ ir rels ! ", The Secret Life of Squ ir rels : A Love Story ,1,11096,"[148, 2475, 4204, 6222, 11210, 11366, 11397, 11400, 15870, 21596, 21616, 21630, 21762, 24227, 28843, 29305, 33950, 36637, 37850, 44920, 49776, 51694, 52602, 55395, 56396, 57448, 59665, 68474, 74276]"
"Science, Nature & How It Works"," Col leen K ess ler ' s award - winning book , 1 0 0 Back yard Activities , captiv ates children ' s curiosity and encourages them to explore the outdoors . The science - based activities in this book take kids ' natural interest in bugs and plants and transforms it into a learning experience . Parents and teachers praise the book for its engaging content and educational value ."," 1 0 0 Back yard Activities That Are the D irt iest , Cool est , Cre ep y - C raw liest Ever !",15,68018,"[4407, 5350, 14293, 29158, 32469, 33443, 33933, 38695, 39143, 40747, 41376, 45204, 45653, 49750, 53326, 64258, 67085, 68016, 68017, 68019, 68878, 68882, 70806, 71796, 71982, 73778, 73782, 74897, 75155, 75196, 75210]"
