category,s1,s2,label,node_id,neighbour
Religions," Dem i ' s latest book , ' M ary , Queen of Heaven ,' tells the story of Jesus ' mother using the King James Version of the Bible and ap oc ry phal sources like The Book of Mary and The Life of Mary : As Se en by the Myst ics . The book offers a comprehensive account of Mary ' s childhood and her role in shaping the early Church . The art and design closely resemble Dem i ' s previous works , Mother Teresa and Jesus , featuring vibrant patterns , gold acc ents , and traditional dep ictions of angels and a white - ha ired God figure . The book is suitable for children with adult guidance and will be particularly appreciated by Catholic schools ."," M ary , Queen of Heaven ",20,28440,"[27721, 27865, 27898, 27937, 28058, 28223, 28310, 31826, 31888, 31963, 36070, 36729, 36796, 36800, 36810, 37245, 38770, 39052, 47470, 47575, 47612, 67799, 68470, 69689, 72452, 74630, 74634, 74651, 74654, 74660]"
Early Learning, T en Christmas W ishes is a rh ym ing counting book featuring wood land animals making wishes on the stars in the evening sky . The reflective stars shine when the book is held at a certain angle . The tale ends with a message encouraging readers to make their own wish ., T en Christmas W ishes ,16,60613,"[43762, 56433, 63353]"
Growing Up & Facts of Life," R ach ael is a two - time author , inspirational speaker , and personal finance coach . She ' s also the co - founder of a mentoring organization for teenage girls . Bel ie ving in the importance of early money management education , she spends her free time traveling to schools , churches , and recreational centers to teach saving , budget ing , and check writing .", R ach ael Han ible : Financial Educ ator and Ment or ,2,59033,"[4363, 11546, 28611, 65860, 69353]"
Education & Reference," A comprehensive and visually appealing book aimed at helping children build confidence in reading , writing , and comprehension . Published by D K , a leading global illustrated reference publisher .", Vis ual Guide to Gr ammar and P unct uation ,12,53431,"[4659, 8403, 16342, 16654, 30668, 31245, 39235, 41249, 42083, 42473, 42867, 45572, 46787, 49445, 53054, 53096, 53135, 53164, 53166, 53187, 53231, 53256, 53297, 53382, 53421, 53470, 53487, 69145, 69189]"
Animals," C her yl Sh ire man is a full - time author living in the Midwest with her husband , Bruce , and two adorable grand d aughters . She ' s known for her novels and non - fiction books , as well as the Cur ious Todd ler Series and I Love You When books for children . Sh ire man is also the organizer of the Ind ie Ch icks anth ologies and can be found on social media .", Let ' s Learn About ... C ats ! : A Cur ious Todd ler Book ( Vol ume 2 ),1,54075,[53995]
Growing Up & Facts of Life," Pre School - Gr ade 2 - These books feature a brown - skin ned toddler signing basic words like ' ball ,' ' sleep ,' ' hot ,' and ' rain ' in American Sign Language ( AS L ). Each large illustration is accompanied by a small box containing a clear pencil illustration of the signing directions . The bright , simple illustrations outlined in black are appealing to preschool ers . The books also note that early exposure to sign language can benefit both deaf and hearing children .", More Baby ' s First Signs ,2,60759,"[60755, 60760]"
Growing Up & Facts of Life," Blue Ch ame le on is a children ' s picture book auth ored and illustrated by Emily Gra v ett . The story revol ves around a desp ond ent ch ame le on who learns the value of friendship . The book features exquisite art with colored pencil lines on rough paper , creating a warm amb iance . Publishers Weekly describes the ch ame le on ' s ' dis gu ises ' as repay ing attention , with similarities and differences to the things it mim ics . The Horn Book highlights the book ' s multiple uses , such as exploring mood s and rec apt uring events through dramatic play . Kirk us Reviews pra ises the clever concept and emotional punch , while School Library Journal emphasizes Gra v ett ' s exceptional design and art .", Blue Ch ame le on ,2,51338,"[17586, 29405, 47513, 47954, 48159, 51315, 51432, 54886, 54945, 55066, 55185, 58521]"
Animals," M arily n K ue hl is a wife , a mom , a lover of nature and books , as well as a lifelong purs uer of creative things . She lives in M ish aw aka , Indiana with her technology w izard husband , Dick . The Five Little Peng uins series are her first published books .", M arily n K ue hl ' s Five Little Peng uins Learn About Sh apes ,1,75093,"[9809, 9964, 12022, 52219, 75094]"
Literature & Fiction," H et ty McKin ley , 1 2 , travels to the Yuk on with her wid ower father , uncle , and friends during the 1 8 9 7 Kl ond ike Gold Rush . Along the challenging Ch il k oot Pass trail , their family m ement os myster iously disappear . This historical novel blends adventure , suspense , and intrig ue as relationships develop and lessons are learned . Ste iner ' s writing mirrors Jack London ' s works , with the author making a came o appearance . The story highlights Het ty ' s resilience and is complement ed by an informative app endix with photos and a map .", M yst ery at Ch il k oot Pass ( American Girl History Myst eries ),0,63032,"[63019, 63024, 63042]"
Animals," Water color artist and illustr ator K arel Hayes has exhibited her paintings and drawings in numerous exhibitions and venues across the United States . She ' s showc ased her work at the Cincinnati Museum of Natural History , Fine Arts Center in Ta os , New Mexico , and major New York City art clubs . Hayes has also illustrated over ten books and her artwork has been featured in magazines .", The Autumn Visitors ,1,66762,"[13, 1411, 1920, 2201, 2510, 4000, 4020, 4315, 4788, 6735, 6861, 6931, 7302, 7455, 7799, 8676, 8681, 8711, 8745, 9454, 15543, 18431, 21392, 22984, 23961, 24997, 26171, 27611, 28977, 29481, 31457, 31691, 31716, 33680, 33977, 35944, 37174, 37807, 39131, 40718, 40723, 42045, 42049, 45422, 46939, 47738, 48681, 49358, 49573, 51788, 52410, 52484, 54156, 54207, 55468, 56698, 57337, 60204, 65861, 66759, 68433, 68456, 68467, 76581]"
"Activities, Crafts & Games"," The First Steps series is designed for young children aged 2 and up , who have never used a work book before . Each work book in the series offers colorful and easy exercises to help todd lers become comfortable with essential school tools like sc iss ors , glue , p enc ils , and cr ay ons . Additionally , these work books nurt ure motor skills and problem - sol ving abilities , laying a strong foundation for future success .", First Steps Work books : A Fun and Eng aging Introduction to School Tools and Skills ,6,73752,"[9937, 9971, 9973, 10029, 41601, 41625, 63650, 63682, 65914, 65947, 73748, 73749, 73753, 73755, 73757, 73758, 73759, 73762, 73765, 73782, 74137, 74290, 74895, 75018, 75021, 76081, 76083, 76087, 76089, 76090, 76091, 76095, 76107, 76108, 76109, 76110, 76113, 76114, 76115]"
"Fairy Tales, Folk Tales & Myths"," H ans el and Gret el is a timeless caution ary tale from the Brothers Gr imm ' s vast collection of folk tales . Pack ed with wisdom , this story has captiv ated readers for generations .", H ans el and Gret el ( World Classics ),5,73186,[52776]
Growing Up & Facts of Life," Ed gar ' s Second Word is a story about a young girl , Haz el , eager ly awaiting the arrival of her baby brother . As she practices reading for him , Edgar arrives and struggles to communicate beyond pointing and gr unting . The story highlights the joy ful moments of a family ' s life and the baby ' s language acquisition .", Ed gar ' s Second Word ,2,23239,[48682]
History,,,18,11546,"[4324, 4363, 4377, 4383, 5533, 6388, 6414, 6534, 6743, 6905, 10328, 10572, 11339, 11531, 11610, 11685, 13153, 15370, 15792, 19110, 24787, 28611, 28792, 34977, 43994, 44429, 44614, 44708, 44709, 44848, 45112, 45114, 48591, 52721, 57746, 58162, 58184, 58461, 58704, 61449, 62297, 65119, 65860, 65881, 67483, 70260, 71077, 71784, 74853, 74854, 74857, 75621]"
Holidays & Celebrations," S ar ah Ward is a freelance designer and illustr ator based in Sheffield , England . With a degree in Visual Communication , she worked at Hall mark Cards before becoming a freel ancer . Her clients include Autumn Publishing , G art ner G reet ings , Hall mark Cards UK , I gl oo Books , Met life Magazine , P arr agon Books , S ains bury ' s , Small World Cre ations Ltd , and UK G reet ings .", Hello Christmas : Pe ek - A - B oo Play book ,14,53954,"[8681, 11904, 54234]"
Growing Up & Facts of Life," In the conclud ing part of the Noble Warriors trilogy , Se ek er , a Noble Warrior , employs his exceptional powers to hunt down the last two sav an ters . These evil creatures drain the life out of their victims to prolong their own . The story sees Se ek er and his companions gra pp ling with internal battles of faith and understanding , set against a backdrop of pastoral landscapes . The plot sl ows down due to repetitive relationship patterns and scenes , but fans of the series might find it worth purchasing . The book is suitable for grades 7 - 1 0 .", N oman : Book Three of the Noble Warriors ,2,7602,[7630]
"Activities, Crafts & Games"," Pub lished by Spe edy Publishing , this coloring book features a variety of trucks , tract ors , and cars . It ' s designed to entertain and assist readers worldwide in completing their educational and professional goals . The images are continuously updated to ensure accuracy and maintain their appeal ."," T ru cks , T ract ors & Cars Col oring Book ",6,69053,"[9793, 13955, 15136, 19857, 20034, 28827, 31020, 33340, 44370, 46965, 53174, 53923, 59020, 69050, 69671, 69940, 74896, 75638, 75786]"
Literature & Fiction, Fire by Night : The Great Fire Dev ast ates Boston ( The American Adventure Series # 4 ) is a captiv ating historical fiction book for young readers aged 8 to 1 2 . This multi - gener ational story follows a fictional family as they navigate three centuries of actual historical events in America . The story highlights the role of God in shaping people ' s lives and the nation itself ., Fire by Night : The Great Fire Dev ast ates Boston ,0,61875,"[61874, 61876, 61877, 61878, 61879, 61880, 61882, 61883, 61885, 61886, 61887, 61891]"
Science Fiction & Fantasy," John Forrest er is an author known for his works in the fantasy genre . Some of his popular titles include Lord of the Fall en ( Book 1 in the M aled orian Chron icles ), The ft of Drag ons & Lord of Drag ons ( from the Pr inces of Na ver strom series ), and volumes 1 - 6 in the Black light Chron icles series ( Fire M age , Sun M age , Shadow M age , Dragon M age , Star M age , and Death M age ). His books have sold over 9 0 , 0 0 0 copies worldwide .", Sh adow M age : Black light Chron icles ( Vol ume 3 ),7,43981,"[43980, 43982, 57987, 57996, 66877, 66878]"
Growing Up & Facts of Life," B ever ly Lewis , born in Pennsylvania Dutch country , is an author with over 1 7 million books in print . Her stories are published in 1 2 languages and often appear on best s eller lists such as New York Times and USA Today . She and her husband , David , reside in Colorado where they enjoy hiking , biking , making music , and spending time with their family .", C ul - de - S ac Kids Box ed Set ,2,34355,"[2360, 12850, 29620, 34274, 34280, 34354, 34357, 34363, 34364, 38512, 57177, 60033, 60035, 60043, 60044, 60056, 60060, 71469]"
Science Fiction & Fantasy," Ge org ie , a gentle ghost , has been ha unting generations of children for over half a century . Living in the Wh itt akers ' home , he performs his night ly routine , making the stairs cre ak and the par lor door sque ak . One day , Mr . Wh itt aker decides to fix the cre aky step and oil the door , dis rupting Georg ie ' s duties . With his home gone , Georg ie sets out to find a new ha unt . Will he find happiness ? Robert Bright ' s deep - blue ink drawings provide a sp ook y tone that contrast s with Georg ie ' s friendly nature . This well - l oved classic is back in print , suitable for ages 4 to 8 .", Ge org ie ,7,12499,"[6212, 6735, 10130, 15059, 16975, 17105, 28983, 37807, 76625]"
Growing Up & Facts of Life," An up beat picture book exploring a typical day for children in 1 3 schools worldwide . From homes chool ed twins in Alaska to an orphan in Kenya , the book highlights similarities among kids despite cultural differences . The colorful illustrations and cheer ful text complement the global theme . The book concludes with tips for educators to engage kids and provides information on don ating to schools in need .", School Days Around the World ,2,70541,"[3205, 4363, 4383, 5350, 5366, 10106, 12378, 16347, 19418, 20823, 21109, 22528, 22984, 23005, 23038, 24299, 24976, 25675, 26219, 26775, 30920, 31398, 32368, 33981, 36351, 37140, 38306, 41824, 43598, 45991, 48345, 48591, 49080, 52592, 53311, 53334, 56419, 59444, 61310, 62314, 63957, 64055, 64787, 65178, 68204, 70544, 70561, 70965, 72776, 73312, 74037, 74677, 75206]"
Science Fiction & Fantasy," M organ ' s ambitious plot ties up loose ends from Book 1 while creating additional tang les as it del ves deeper into the power struggle on Ay da . This is a strong - bon ed story full of adventure and world building , avoiding middle - book syndrome . The adventure is suff used with philosophical offerings , appealing to readers of rich fantasy .", Ch ant arel le ( The Five Stones Tr ilogy ),7,74819,[74816]
"Activities, Crafts & Games"," D K , founded in London in 1 9 7 4 , is a global leader in illustrated reference publishing . They specialize in creating vibrant , photographic non fiction content for adults and children . Their reach extends to 8 7 countries and 6 2 languages . D K aims to inform , enrich , and entertain readers of all ages with their unique design approach .", U lt imate Fact ivity Collection : Din osaurs ,6,53071,"[30996, 49865, 53094, 53165, 53167, 53186, 53211, 53293]"
"Fairy Tales, Folk Tales & Myths"," Ex per ience the timeless tale of Walt Disney ' s Sleep ing Beauty in this 7 2 - page Read - Al oud Story book ! The movie , released in 1 9 5 9 , delighted generations with its unforgettable story of Princess Aurora and the v enge ful evil fairy . This story book brings the classic animation to life , allowing readers to rel ive the magical journey .", S leep ing Beauty ( Dis ney Princess ) Read - Al oud Story book ,5,29525,"[8186, 8187, 8196, 8199, 8200, 8205, 8222, 8240, 8634, 8728, 13172, 16839, 16851, 29520, 29532, 29536, 29544, 29556, 29557, 29558, 29563, 29565, 29584, 29611, 29613, 29619, 29633, 29680, 29707, 29715, 61915, 61917]"
Animals," A story about the custom of Kap ores , told by a man looking back on his childhood in a 1 9 th - century Russian village . The ritual involves holding a chicken over someone ' s head while rec iting a prayer to rid the person of the year ' s mis de eds . The story follows a young boy who observ es the chicken population leaving town due to the New Year ' s clean slate tradition . He ple ads with revolution aries to make Kap ores so his father will be proud of him . The tale is accessible and enjoyable , with charming illustrations that blend modern and folk art .", When the Chick ens Went on Strike ,1,20961,"[17046, 38986]"
Growing Up & Facts of Life," M att Christopher , a renowned author , has written over 1 0 0 sports - themed books for young readers . His work includes the Soccer ' C ats series , where the seventh installment is titled All Key ed Up .", M att Christopher ' s Soccer ' C ats # 7 : All Key ed Up ,2,11689,"[10691, 10732, 11684]"
Education & Reference," True Kel ley resides in Wer ner , New Hampshire , while Stephen Mar ches i lives in Cro ton - on - H ud son , New York .", Ro ald D ahl ' s Associates : True Kel ley and Stephen Mar ches i ,12,18960,"[5912, 6470, 6938, 16599, 16715, 18455, 18474, 18498, 18503, 18523, 18536, 18546, 18578, 18588, 18607, 18609, 18615, 18631, 18696, 18703, 18721, 18734, 18751, 18756, 18764, 18819, 18833, 18868, 18880, 18888, 18939, 18964, 18978, 18982, 18983, 19008, 19026, 19029, 19062, 19070, 19071, 19110, 19124, 19125, 19127, 19130, 19136, 19140, 19141, 19159, 19160, 19166, 19171, 19173, 19185, 19225, 19231, 19237, 19240, 19241, 19242, 19253, 19256, 19258, 19268, 19279, 19280, 19286, 19317, 19331, 19332, 19334, 19344, 19354, 19355, 19365, 19385, 19395, 19406, 19409, 19425, 19428, 19678, 26383, 58269]"
History," The Stat ue of Freedom , atop the U . S . Capitol dome , ow es its existence to an ens l aved African American lab orer , Philip Reid . When sculpt or Clark Mills was commissioned to cast the statue in bronze , Reid utilized his expertise to solve a transportation puzzle , earning respect and making a lasting contribution to U . S . heritage .", Phil ip Reid S aves The Stat ue of Freedom ,18,63339,"[3628, 37866]"
Growing Up & Facts of Life," Ste ve Henry is a multif ac eted artist who writes and illustrates books , creates toys and games , and paints . His works include ' H appy Cat ,' which earned a starred review from Kirk us Reviews . Based in New York City , Henry continues to produce engaging children ' s literature .", Cat Got a Lot ( I Like to Read ),2,39610,"[3336, 7668, 19005, 26417, 39498, 39506, 39531, 39551, 39554, 39561, 39609, 39623, 39633]"
Growing Up & Facts of Life,,,2,16848,"[8170, 8455, 8546, 8659, 12841, 12847, 12903, 12922, 13280, 13291, 13397, 13450, 13614, 13655, 13754, 14557, 16682, 16722, 16741, 19456, 19518, 21123, 25625, 25962, 26243, 26430, 31175, 32828, 35540, 35554, 35568, 35599, 45388, 46380, 46387, 51970, 54577, 56405, 58090]"
Animals,,,1,17370,"[3623, 5373, 9786, 17091, 22122, 22576, 24158, 45909]"
"Science, Nature & How It Works"," This standards - based work book enhances scientific literacy and inquiry skills through an engaging exploration of inform ational texts about elements , compounds , irrigation , animal habitats , and the invention of radio . It includes research extension activities , key word definitions , and an answer key to assess master y and comprehension ."," S pect rum Science , Grade 3 ",15,55666,"[12538, 53166, 55661, 55662, 55665, 55682, 55698, 55717, 55719, 68547, 68557, 74132, 74334]"
"Science, Nature & How It Works", G arden Flowers Al phabet Col oring Book is a creative and educational coloring book that features intricate designs of garden flowers and alphabet letters ., G arden Flowers Al phabet Col oring Book ( D over Design Col oring Books ),15,20068,"[6214, 19822, 19888, 19935, 20061, 20172, 67851]"
Literature & Fiction," M iri , a middle child between two sets of twins , feels overlooked and un rem ark able . After her family moves to a new home , she discovers a legend about buried treasure on her property . Mir i and her siblings begin the hunt for the treasure , and she finds a lens that trans ports her to 1 9 3 5 . There , she meets Molly , a girl in an abusive situation . Mir i must figure out how to save Molly before it ' s too late . The story combines mystery , magic , and adventure .", The Magic Half ,0,65544,"[1844, 6657, 6663, 6811, 6838, 12837, 13510, 22030, 32782, 38512, 45965, 52418, 52516, 58204, 67541, 68219, 73123]"
Growing Up & Facts of Life," N ine - year - old Gab e is selected for the best hockey team in town but refuses to join when she gets number nine instead of her lucky 2 2 . Her grandmother shares her own hockey story and explains the significance of number nine , inspiring Gab e to change her mind .", The Hig hest Number in the World ,2,70405,"[41710, 73298]"
Animals," In the Minnesota forest , four regular - sized p ups named Leader , Sn if fer , Run ner , and Think er are born , followed by a small pup called R unt . St rugg ling in the harsh wild world of w olves , R unt tries to learn and please his father , King , and the rest of the pack . Marion D ane B auer ' s book , R unt , beautifully port rays the w olves ' natural world and their struggle to find their niche .", R unt : A Tale of Surv ival in the Wild ,1,18138,"[2565, 2772, 6000, 6115, 6289, 6680, 6706, 6835, 13821, 14223, 16347, 16991, 17050, 17360, 23002, 23037, 24326, 41705, 45642, 54806, 60067, 62709, 66904, 69003]"
Animals," Every horse raised its head and stood staring , unbel ie ving . Three magnificent silver stall ions cant ered along the ridge of the hill . Who were they and what brought them here ? Danger and death face all the wild horses before one of them can become the Silver St all ion of the South .", Sil ver Br umb ies of the South ( The Dragon Books ),1,24134,[137]
Growing Up & Facts of Life,,,2,15897,"[12086, 16321, 25603, 33805, 33833, 33862, 37162, 45366, 70443, 70523]"
Growing Up & Facts of Life," R og er Price and Leonard Stern created Mad Lib s in the 1 9 5 0 s . Despite Price ' s 1 9 9 0 demise , Stern carries on the tradition with new install ments . Both are renowned for their comedy writing . Price , known for Dro od les cartoons and Broadway appearances , collaborated with Bob Hope and Jackie Gle ason . Stern , a successful TV writer , worked on over 2 0 series and 1 0 films , including Get Smart .", G rad uation Mad Lib s ,2,40279,"[3100, 16610, 16634, 16642, 19656, 19657, 23764, 40230, 40235, 40245, 40252, 40263, 40274, 40300, 40305, 40313, 40323, 40332, 40334, 40346, 40403, 40428, 40444, 40466, 40467, 40475, 40485, 40491, 40492, 40506, 40512, 40551, 58262]"
Growing Up & Facts of Life," Book Legion Sports Illustr ated Kids , in conjunction with Stone Arch Books , created a series of sports - related fictional comic stories for elementary and middle school kids . The comics are designed to teach lessons on team work , sharing , anger control , bullying , and fairness . Graphic Class room Blog J ess ica G und erson , a native of Wash burn , North Dakota , auth ored the book ' Full Court Pressure ' in the series . G und erson has a bachelor ' s degree from the University of North Dakota and an M FA in Creative Writing from Minnesota State University , M ank ato . She has written over fifty books for young readers , including ' R opes of Revolution ,' which won the 2 0 0 8 Moon be am Award for best graphic novel . She currently resides in Madison , Wisconsin , with her husband and cat .", Full Court Pressure ( Sports Illustr ated Kids Graphic Novel s ),2,50691,"[4071, 4259, 6534, 10521, 11583, 21841, 22276, 22883, 23998, 24021, 25659, 27752, 49194, 50221, 50689, 50713, 50716, 50731, 50743, 50748, 50750, 50760, 50761, 50775, 50789, 50793, 50797, 50809, 50815, 50819, 50827, 50865, 50902, 50947, 50964, 50974, 50986, 52239, 57688, 58086, 58704, 68219]"
Growing Up & Facts of Life," E ating honey for breakfast makes Little Bear and Daddy Bear feel so wonderful that they decide to hug all the forest ' s den iz ens , from the t ini est cater pill ar to the giant el k . The polite bears ask for each animal ' s permission and even give a surprised hunter a huge bear hug . After sharing their sweet embr aces with everyone , they realize they ' ve missed someone important – each other . D zi ub ak ' s humorous and express ive illustrations save this warm story from being too sac char ine . A delightful tale that might inspire young readers to get and share some c udd les ."," H ug Me , Please !",2,69857,"[69902, 73067, 75586]"
"Activities, Crafts & Games",,,6,48421,"[2266, 8264, 8666, 9720, 9876, 9882, 9897, 9913, 9915, 9969, 9984, 10027, 10038, 10845, 12711, 16298, 23712, 23822, 26159, 26243, 26430, 27779, 27954, 27998, 31252, 31268, 32828, 33403, 38301, 46530, 47464, 47702, 48146, 48263, 49417, 51607, 51970, 52403, 52502, 52564, 52642, 54577, 54580, 54961, 56907, 56989, 57005, 58495, 63629, 64636, 69407, 69408, 69447, 69462, 69463, 69470, 71627, 75638]"
Growing Up & Facts of Life," D igger and Tiger , two rough - and - t umble boys , spend all their time in the Yard . When Me gg ie Moon , a girl , enters their territory , they initially reject her . However , Me gg ie ' s clever ideas and sp unk y nature win them over , and she leads them on imaginary journeys . After she leaves , they build a spaces hip in her honor . This book is a good choice for discussing gender stereotypes and the power of imagination .", Me gg ie Moon ,2,60579,"[1255, 12198, 16158, 16464, 29403, 32782]"
Literature & Fiction," K indergarten - Gr ade 1 : Zoo - themed books for children to practice reading . Simple , repetitive texts for beginners . Me al time , friendship , and bath ing stories . One - and two - sy ll able sight words . B old font on white backgrounds . Hum orous illustrations .", Is the Sp ag hett i Ready ? ( New Reader Series ),0,42284,[72765]
Growing Up & Facts of Life," Dom Del u ise , a multif ac eted comedian - actor - writer based in Los Angeles , has been entertaining the world for over 5 0 years . His wit and humor bring smiles to everyone he encounters . Del u ise ' s written works continue to delight readers .", The P ouch Pot ato ,2,43100,"[27403, 27476]"
"Arts, Music & Photography"," In this charming historic preservation f able , a sk ys cra per faces destruction until an architect who loved it as a child rall ies the city to save it . The story follows Jack , who admired the sk ys cra per as a child , and later grows up to fight for its preservation . The artist utilizes a cinem atic perspective and captures the bust le and growth of a met ropolis .", The Little Sk ys cra per ,13,40465,"[32304, 62427]"
"Activities, Crafts & Games"," R en owned fashion historian Tom Tier ney is renowned for creating over 1 5 0 paper doll books for D over Publications . His books , which cover diverse topics like U . S . Presidents and popular movie stars , are known for their metic ulous research and intricate render ings . Tre as ured by fashion professionals , collectors , and paper doll enthusiasts worldwide , Tier ney ' s latest release is a compilation of Royal W eddings Paper Doll s .", Tom Tier ney ' s Royal W eddings Paper Doll s : A Celebration of Romance and Fashion ,6,20072,[20167]
Growing Up & Facts of Life," A mber Brown , a fourth - grade student , faces several challenges as her divorced parents navigate new relationships and life changes . In this accessible chapter book , Amber struggles with her parents ' decisions , such as moving to a new town or starting a new family , while also dealing with her own emotions and in sec urities . The humorous first - person narrative keeps readers engaged , and the lively ink drawings by Ross add depth to the story . This title is suitable for early chapter - book readers and those familiar with the popular series .", A mber Brown is Green with En vy ,2,16084,"[2317, 2874, 3647, 6121, 6125, 6197, 6239, 6364, 6373, 6437, 6519, 6714, 6722, 6864, 10480, 13075, 21521, 22984, 25354, 29006, 29018, 38512, 47486]"
Growing Up & Facts of Life," A picture book addressing bullying at school , ' N ob ody K new What to Do ' provides strategies for dealing with bull ies and encourages collaboration between children and adults to prevent bullying . It also serves as a tool for teaching tolerance and understanding .", N ob ody K new What to Do : A Story about Bul lying ( Con cept Books ( Al bert Whit man )) ,2,37735,"[4363, 8529, 12312, 14734, 16147, 16344, 16550, 17137, 21344, 23725, 24570, 24710, 34040, 34076, 37455, 37660, 38275, 38306, 41525, 41537, 42883, 43123, 43127, 47567, 51166, 53879, 54575, 57272, 61619, 61687, 62595, 62621, 62685, 62709, 62712, 62722, 64787, 65139, 72163, 73178, 73364, 73532, 73533, 73540, 73898, 73906, 74013, 74034, 74216, 74665, 74906, 75439]"
Growing Up & Facts of Life,,,2,48499,"[1704, 6706, 7371, 10076, 13454, 13894, 14342, 14814, 27663, 37094, 37198, 39439, 45640, 46374, 47627, 62850, 66918]"
History," K . M . K ost y al , a history buff and author , has written several books for the National Geographic Society . Her work includes Trial by Ice : A Phot obi ography of Sir Ernest Sh ack leton . K ost y al is passionate about the Revolutionary and Civil Wars . She resides in Washington D . C .", 1 7 7 6 : A New Look at Revolutionary Williams burg ,18,49548,"[17317, 24588, 25461, 26777, 33492, 49602]"
Geography & Cultures," Mar tha Z sch ock is an author and illustr ator who lives on Cape Cod with her family . A former elementary school teacher , she was inspired by field trips to write her first book , ' J ourney Around Cape Cod from A to Z '. Her creative journey continued with more books in the series , exploring places like Boston , San Francisco , Washington , D . C ., Philadelphia , Chicago , Maine , N ant uck et , and New York . Martha collabor ates with her twin sister , Heather , on various projects . When Heather had a baby , Martha began writing and painting for a new ' Hello !' series of board books , taking young explore rs on journeys to Florida , Brooklyn , Washington DC , Boston , Yellow stone , and more ."," Hello , Maine !",11,43685,"[5348, 5349, 5353, 5366, 5396, 9785, 9996, 14695, 26814, 31707, 32523, 35515, 38696, 41562, 42035, 42860, 43680, 43682, 43684, 44035, 45286, 56327, 61294, 63253, 66039, 66056, 66068, 66084, 66088, 66105, 66758, 69002, 71583, 73731, 73735, 73737, 73738, 73744, 73931, 73935, 74783, 74786, 74806]"
Literature & Fiction," G enn ady Sp ir in ' s Creation master fully interpre ts the opening verses of the Bible through elegant water color images . As a lovely version of the Bible , families will treasure this beautiful piece of art .", C reation ( Master Illustr ator Series ),0,8901,"[10482, 15972, 16056, 16150, 16194, 16212, 16318, 17296, 25753, 27531, 27534, 29361, 31776, 31824, 31864, 31936, 32011, 36210, 36838, 36879, 37027, 37279, 63502, 68472]"
"Arts, Music & Photography"," A vibrant and engaging board book series that uses modern art master pieces to introduce children to colors , shapes , and body parts while also appealing to adults . The books , featuring works by Mat isse , L icht enstein , War hol , and others , were created to make art appreciation fun and accessible for families . They provide a simultaneous introduction to reading and the world of fine art , fost ering conversations and curiosity about art . The series aims to bridge the gap between adults and children , offering an enjoyable experience for both .", The Art of Sh apes : For Children and Adults ,13,42200,[1723]
Religions, En h ance your daughter ' s love for the Bible with this best - selling Bible story book series . Enjoy quality time with your little girl as you read God ' s story together . The wh ims ical illustrations and easy - to - read format make each story engaging . Ref lections and Bible verses help girls apply lessons ., Best Selling Bible Story book for Father s and D aughters ,20,35761,"[8784, 8896, 9419, 35758, 35759, 35760, 35763, 35771, 46049, 46087, 47299]"
Literature & Fiction," A ly ss a Sat in Cap uc ill i is the author of the first story about Tul ip and Rex , Tul ip L oves Rex , as well as the bestselling B isc uit books and many other beloved children ' s books . She lives in a book - filled home in Hast ings - on - H ud son , New York .", B isc uit in the Garden ( My First I Can Read ),0,2836,"[636, 637, 639, 642, 651, 657, 667, 674, 1462, 1470, 1480, 1595, 1600, 1798, 1928, 1931, 1940, 2188, 2190, 2193, 2195, 2217, 2279, 2280, 2285, 2451, 2497, 2513, 2556, 2558, 2563, 2576, 2584, 2605, 2613, 2640, 2672, 2692, 2774, 2835, 2842, 3124, 3133, 3167, 3230, 3383, 3388, 3396, 3409, 3410, 3443, 3446, 3449, 3606, 3666, 3678, 3828, 3849, 3891, 3922, 3924, 3971, 3997, 4072, 4075, 4257, 4359, 4361, 4369, 4746, 4829, 4862, 16819, 26417, 28884, 28891, 28900, 28908, 28923, 28959]"
"Activities, Crafts & Games"," Spe edy Publishing is a premier publisher of quick - reference materials , useful reference books , fiction books in all sub - gen res , and creative non - fiction . Their aim is to entertain and assist readers worldwide with accurate and updated products in various formats . The Ball er ina Col oring Book is a super fun coloring book for readers .", B all er ina Col oring Book : Super Fun Col oring Book ,6,69576,"[3188, 23665, 28827, 54660, 57937]"
History,,,18,19730,"[8102, 15260, 16968, 19729, 19750, 19763, 34600, 36106, 36179, 43261, 43523, 49577, 49721, 50281, 53199, 53345, 59924, 59941, 62003, 63874, 71454, 72391, 72493, 72513, 73346]"
Animals," * Star red Review * Pre S - Gr . 2 . Many children know pill bugs as ro ly - pol ies and think of them as insects . In this picture book , a pill bug narr ates a fascinating account of life among his humble yet adm irable fellow crust ace ans . The luc id , matter - of - fact text answers the main questions children may have about the crit ters , as well as some they might not have thought to ask . The story is told in first person from the pill bug ' s point of view , and it takes the reader through the life and adventures of these fascinating creatures . Hands ome cut - paper coll ages depict their world in realistic yet simplified terms .", I ' m a Pill Bug ( N ature : a Child ' s Eye View ),1,73372,"[19666, 20565, 20571, 23783, 28983, 33174, 60960, 74026]"
Education & Reference," First Step is a comprehensive Chinese language textbook aimed at English speakers . It starts with pron unciation foundation work and progress es to w itty dialog ues , grammar explanations , cultural notes , and reading and writing introduct ions for both simplified and traditional characters . The book is la uded for its practical approach , contemporary feel , and variety of exercises . It continues the Y . R . Ch ao tradition and is recommended for those seeking to learn Chinese well .", First Step : An Elementary Reader for Modern Chinese ( The Princeton Language Program : Modern Chinese ),12,28488,"[28484, 28487]"
