category,text,label,node_id,neighbour
"Activities, Crafts & Games","Description: DK was founded in London in 1974 and is now the world's leading illustrated reference publisher and part of Penguin Random House, formed on July 1, 2013. DK publishes highly visual, photographic nonfiction for adults and children. DK produces content for consumers in over 87 countries and in 62 languages, with offices in Delhi, London, Melbourne, Munich, New York, and Toronto. DK's aim is to inform, enrich, and entertain readers of all ages, and everything DK publishes, whether print or digital, embodies the unique DK design approach. DK brings unrivalled clarity to a wide range of topics with a unique combination of words and pictures, put together to spectacular effect. We have a reputation for innovation in design for both print and digital products. Our adult range spans travel, including the award-winning DK Eyewitness Travel Guides, history, science, nature, sport, gardening, cookery, and parenting. DKs extensive childrens list showcases a fantastic store of information for children, toddlers, and babies. DK covers everything from animals and the human body, to homework help and craft activities, together with an impressive list of licensing titles, including the bestselling LEGO books. DK acts as the parent company for Alpha Books, publisher of the Idiot's Guides series and Prima Games, video gaming publishers, as well as the award-winning travel publisher, Rough Guides.; Title: Ultimate Factivity Collection: Dinosaurs",6,53071,"[30996, 49865, 53094, 53165, 53167, 53186, 53211, 53293]"
"Fairy Tales, Folk Tales & Myths",Description: Relive the classic story of Walt Disney?s Sleeping Beauty with this 72-page Read-Aloud Storybook! The unforgettable tale of Princess Aurora and the evil fairy who seeks revenge against her still delights generations?as the movie did when first released in 1959.; Title: Sleeping Beauty (Disney Princess) (Read-Aloud Storybook),5,29525,"[8186, 8187, 8196, 8199, 8200, 8205, 8222, 8240, 8634, 8728, 13172, 16839, 16851, 29520, 29532, 29536, 29544, 29556, 29557, 29558, 29563, 29565, 29584, 29611, 29613, 29619, 29633, 29680, 29707, 29715, 61915, 61917]"
Animals,"Description: Kindergarten-Grade 6-A story about the custom of Kapores, told by a man looking back on his childhood in a 19th-century Russian village. As described here, the ritual involves holding a chicken over someone's head while reciting a prayer in order to rid the person of the year's misdeeds. Triggering a commotion in the prayer house, the boy is sent outside and observes the chicken population leaving town. They're fed up with being vehicles for a New Year's clean slate. The boy pleads with the revolutionaries, saying he needs them to make Kapores so that his father will be proud of him. A hen asks, ""Boychick- for this, do you really need a chicken?"" In this skillful adaptation of a story by Sholom Aleichem, Silverman's addition of a young narrator lends immediacy and empathy, and streamlines the story with no loss of flavor and point. Though the tale is accessible and enjoyable, a discussion of Kapores beyond what is offered here will increase children's understanding and appreciation of the story. The comic alliteration and in-your-beak attitude of the cheeky chickens, reinforced by the handsomely humorous paintings, are appealing. Executed in layers of ink, pencil, gouache, acrylic, and oil, the illustrations are a wonderful combination of modern and folk art. The fiercely funny fowl, with long necks, whitish bodies, and rich red coxcombs, squawk right off the page. Good New Year's-let alone Rosh Hashanah-stories are in short supply. This is one to crow about.Nancy Palmer, The Little School, Bellevue, WACopyright 2003 Reed Business Information, Inc.K-Gr. 3. In this Jewish New Year story, based on a Sholom Aleichem tale, a young boy sneaks away from religious services to spy on a meeting of local chickens. The birds are upset about the tradition of Kapores, a custom involving twirling chickens overhead to symbolically rid a person of bad deeds. Declaring freedom for fowl, the birds go on strike, and not even negotiators can convince them to return. Without the ceremony, the boy despairs that he will ever be good enough to please his father; then, one of the hens gently explains to him that humans can control their own behavior. Trueman's stylistically inventive mixed-media illustrations, rich in earth tones, are visually striking. They juxtapose well with Silverman's understated yet humorous text; both include many nineteenth-century Russian setting details. A perfect choice for holiday read-alouds, this will make a welcome addition to religious collections, especially in libraries where there is a Jewish audience. Kay WeismanCopyright American Library Association. All rights reserved; Title: When the Chickens Went on Strike",1,20961,"[17046, 38986]"
Growing Up & Facts of Life,Description: Matt Christopher is the best selling name behind more than 100 sports-themed books for young readers.; Title: Soccer 'Cats #7: All Keyed Up,2,11689,"[10691, 10732, 11684]"
Education & Reference,"Description: True Kelley lives in Werner, New Hampshire. Stephen Marchesi lives in Croton-on-Hudson, New York.; Title: Who Was Roald Dahl?",12,18960,"[5912, 6470, 6938, 16599, 16715, 18455, 18474, 18498, 18503, 18523, 18536, 18546, 18578, 18588, 18607, 18609, 18615, 18631, 18696, 18703, 18721, 18734, 18751, 18756, 18764, 18819, 18833, 18868, 18880, 18888, 18939, 18964, 18978, 18982, 18983, 19008, 19026, 19029, 19062, 19070, 19071, 19110, 19124, 19125, 19127, 19130, 19136, 19140, 19141, 19159, 19160, 19166, 19171, 19173, 19185, 19225, 19231, 19237, 19240, 19241, 19242, 19253, 19256, 19258, 19268, 19279, 19280, 19286, 19317, 19331, 19332, 19334, 19344, 19354, 19355, 19365, 19385, 19395, 19406, 19409, 19425, 19428, 19678, 26383, 58269]"
History,"Description: Gr 35The Statue of Freedom, which sits high atop the dome of the U.S. Capitol, would not be the symbol it is today without the ingenuity of an enslaved African American laborer. Philip Reid was owned by the renowned sculptor Clark Mills and by 1859 was an experienced foundry worker. When Mills was commissioned to cast Freedom in bronze, the two men retrieved the plaster model, only to be met with a conundrum. A room full of craftsmen and engineers were puzzled as to how to dismantle the plaster model for transport without cracking it, thereby making it useless and impossible to cast. Mills offered the expertise of Reid, who, through the use of a tackle and pulley, solved the problem that left so many others perplexed. He not only earned their respect but made a lasting contribution to the heritage of our nation. Commendable in its acknowledgment of the enslaved work force to which we owe much of the nation's capital, the book nonetheless leaves readers with as many questions as answers. Primary sources are reproduced in the back matter, but they offer little insight into actual events. While directly stating that much remains unknown about Reid's childhood, the authors still fabricate parts of the story, providing speculative assumptions on the thoughts and feelings of the individuals involved with no supportive evidence. Yet the story remains a testament to how one man's experience and expertise in his trade can overcome social prejudice and injustice while earning the respect of peers. Christie's striking, evocative illustrations enhance the text. For collections needing materials on themes presented herein, this is a suitable purchase, albeit secondary.Rebecca Gueorguiev, New York Public LibraryOn December 2, 1863, a bronze statue called Freedom was placed atop the dome of the recently completed U.S. Capitol Building. But how was it constructed? To answer this question, we must first begin on a Charleston, South Carolina, farm, where a 10-year-old slave named Philip Reid works with a blacksmith and a potter, pumping bellows and stoking the kiln. When a craftsman named Clark Mills arrives to create a plaster molding on the walls and ceilings of Reids masters home, Reid helps by holding the ladder steady; at the end of the project, Mills buys Philip for $1,500 and makes him his assistant in his Washington, D.C., foundry casting objects in bronze. The government then hires Mills to cast the Freedom statue, but when they arrive at the Capitol to obtain the plaster model, theres a problem: nobody can detect the plasters seams and, therefore, cant dismantle the gigantic statue to move it. But Reid finds a way. This book about a little-known historical figure and event includes fascinating endpapers, which are Reids purchase papers, and an epilogue featuring Reids pay stub from the foundry ($1.25 per day). Christies rich acrylic gouache illustrations evocatively convey Reids life as a slave and his work in the foundry. An important piece of history for kids to know. Grades 2-4. --Ann Kelley; Title: Philip Reid Saves The Statue of Freedom",18,63339,"[3628, 37866]"
Growing Up & Facts of Life,"Description: Steve Henry is an author, illustrator, painter and designer of toys and games. His books include Happy Cat, which received a starred review from Kirkus Reviews. He lives in New York City.; Title: Cat Got a Lot (I Like to Read)",2,39610,"[3336, 7668, 19005, 26417, 39498, 39506, 39531, 39551, 39554, 39561, 39609, 39623, 39633]"
Growing Up & Facts of Life,"Description: Naomi Kleinberg is a children&rsquo;s book editor and the author of many children&rsquo;s books. She lives in New York City in an apartment so filled with books that there&rsquo;s barely enough room for her family. By odd coincidence, her favorite foods&mdash;apples, avocados, and arugula&mdash;all begin with the letter A.Tom Brannon&#160;is a popular illustrator who has worked on many different book series, including&#160;Sesame Street,&#160;Muppet Babies, and&#160;Playhouse Disney.; Title: B IS FOR BEDTIME!",2,16848,"[8170, 8455, 8546, 8659, 12841, 12847, 12903, 12922, 13280, 13291, 13397, 13450, 13614, 13655, 13754, 14557, 16682, 16722, 16741, 19456, 19518, 21123, 25625, 25962, 26243, 26430, 31175, 32828, 35540, 35554, 35568, 35599, 45388, 46380, 46387, 51970, 54577, 56405, 58090]"
Animals,"Description: Fuzzy felt on the cover lets readers pet the ""biggest, reddest dog"" on the block in Clifford the Big Red Dog 40th Anniversary Edition by Norman Bridwell. In this original 1963 text, young Emily proudly introduces her oversize pet and his unusual tricks. Ages 3-6.Copyright 2002 Reed Business Information, Inc.There's no denying that kids love Clifford. The Big Red Dog has been a favorite since Norman Bridwell created him over 40 years ago. ""I was working as a commercial artist in New York City. There wasn't much work, so I made some sample pictures and took them to several publishers. They all rejected my work. But one editor suggested that I try writing a book of my own to illustrate. I had done a painting of a little girl with a big red dog. That seemed like a funny idea, so I made up a story about them. I increased the dog's size from as big as a horse to as big as a house. My wife named the dog Clifford, and we named the little girl Emily Elizabeth after our daughter. In three days I had written the story and drawn the pictures for Clifford The Big Red Dog. When Scholastic called and said they wanted the book, I was stunned."" Bridwell, who grew up in Kokomo, Indiana, lives now on Martha's Vineyard, Massachusetts, with his wife, Norma.For more information about Norman Bridwell, visit: scholastic.com/tradebooks; Title: Clifford The Big Red Dog",1,17370,"[3623, 5373, 9786, 17091, 22122, 22576, 24158, 45909]"
"Science, Nature & How It Works","Description: This standards-based workbook improves scientific literacy and inquiry skills through an exciting exploration of informational texts about the elements, compounds, irrigation, animal habitats, and the invention of radio. Featuring research extension activities, key word definitions, and an answer key, this workbook allows students, parents, and teachers to effectively gauge skill mastery and science comprehension.The best-selling Spectrum series is a favorite of parents and teachers because its carefully designed to be both effective and engagingthe perfect building blocks for a lifetime of learning.; Title: Spectrum Science, Grade 3",15,55666,"[12538, 53166, 55661, 55662, 55665, 55682, 55698, 55717, 55719, 68547, 68557, 74132, 74334]"
"Science, Nature & How It Works",Description: Garden Flowers Alphabet Coloring Book; Title: Garden Flowers Alphabet Coloring Book (Dover Design Coloring Books),15,20068,"[6214, 19822, 19888, 19935, 20061, 20172, 67851]"
Literature & Fiction,"Description: Grade 46The middle child between two sets of twins, Miri often feels left out, overlooked, and unremarkable. When her family moves to a new home, she feels lonelier than ever. She soon learns from an elderly neighbor of a legend surrounding her house. According to town lore, many years earlier a thief left buried treasure somewhere on her property. Quickly, the siblings race to uncover it. Soon after the hunt begins she notices a small piece of glass taped to her wall. Looking through the lens, Miri finds herself still in her room, but in 1935. It is here that she meets Molly, a girl badly in need of help to escape her abusive situation, but Miri accidentally returns to her own time before she can save her new friend. Alone again, she must figure out how to rescue Molly before it's too late. This fast-paced story will delight anyone who has ever believed in magic, longed for a twin, or imagined the secrets their home might hold. The characters and setting are realistic despite the subtle elements of magic and time travel. Barrows conjures up a delightful tale brimming with mystery, magic, and adventure that will surely enchant readers everywhere.Laura Butler, Mount Laurel Library, NJ Copyright Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.Barrows, author of the well-receivedIvy and Bean (2006),tries her hand at a time-slip story. Miri is the cheese in a twin sandwich. Her older brothers torment, while her toddler sisters annoy. But soon after the family moves to an old Victorian house, Miri has something to take her mind off her siblings.Looking throughthe lens of an old eyeglass, she is transported back to 1935. There she meetsMolly, who lived in the same house, under the thumb of her violent cousin.Miribecomes committed tobringing Molly to the present, but how is she going to do that? Finally, she puts togethera plan, but so much depends ontiming, to say nothing of the nature of time itself. Although Barrows once again presents utterly real kids,time travel is the core of the story, and though the logicseems thought out,readers may feel as Miri does: that getting their heads aroundtheslippery concept gives them a headache. Still, this is pleasing fare that adds abit of history and atad of mystery into the mix. Grades 3-6. --Ilene Cooper; Title: The Magic Half",0,65544,"[1844, 6657, 6663, 6811, 6838, 12837, 13510, 22030, 32782, 38512, 45965, 52418, 52516, 58204, 67541, 68219, 73123]"
Growing Up & Facts of Life,"Description: Gr 13Nine-year-old Gabe has been selected for the best hockey team in town, and she is its youngest member. She wore her lucky number 22 jersey for tryouts, in honor of her hero, Hayley Wickenheiser, a Canadian Olympic star. Unfortunately, when the coach passes out the new jerseys, Gabe gets number nine, and she refuses to be on the team. Grandma Gabriella comes to the rescue later that night, telling her granddaughter how it was when she was young and played hockey. They didn't even allow girls on the teamshe had to pretend she was a boy until she was caught. Back in her day, everyone, including Grandma, sported number nine because that's what the famous players wore. Gabe, of course, has a change of heart . The story may have the most meaning to children in Canada, but it could appeal to young hockey fanatics no matter where they live. Despres's gouache illustrations are light and simple. The warmth between the grandmother and granddaughter as well as Gabe's initial disappointment are shown clearly in their amusing expressions. Recommended as a secondary purchase.Diane McCabe, John Muir Elementary, Santa Monica, CA*Starred Review* Nine-year-old Gabe, chosen for the best hockey team in town, is desperate to wear number 22 on her jersey, just like her idol, Hayley Wickenheiser. After receiving number 9, she buries the jersey in her closet and sulks. That evening, Gabes no-nonsense grandma shows her an old black-and-white hockey-team photo of 11 boys and herself, disguised as a boy because girls were not allowed to play. Soon discovered and thrown off the team, she wore (as a fan) a number 9 jersey, like Maurice Rocket Richard or Gordie Howe. Grandma lists other outstanding players who wore the number, ending with Wayne Gretzky, who couldnt get 9, so he chose 99. The storys ending, in which Gabe dreams of her number 9 retired and raised to the rafters, is uplifting in every way. MacGregors writing packs an emotional punch without relying on sentimentality (when the coach hands her the disappointing jersey, Gabes heart felt as if a skate had just run across it). Expressive pencil drawings brightened with color washes perfectly capture the characters feelings. From the moment Grandma begins to share her past and her passion for hockey, the storys context becomes broader, more complex, and more meaningful. A memorable, intergenerational picture book thats perfect for sharing. Grades 1-3. --Carolyn Phelan; Title: The Highest Number in the World",2,70405,"[41710, 73298]"
Animals,"Description: DEEP IN THE Minnesota forest, where only the strong survive, four regular-sized pups--Leader, Sniffer, Runner, and Thinker--are pushed into the world. Then one last, very small pup is born into the wolf pack. He is called Runt. From the very start, Runt struggles in the harsh wild world of the wolves. He tries learning along with his brothers and sisters, but makes serious mistakes. It's hard pleasing his father, King, and the other wolves. If only Runt could prove himself to his powerful father and family. . . . ""With an economy of words, Bauer precisely and vividly conveys the wolves' wild world. . . . There's a ready-made audience for this.""--""Booklist, Starred ""Beautifully written and faithful to wolves' behavior (explained in an afterword). . . . Bauer portrays the wolves' place in the natural world with compassion, respect, and warmth, but this is also the story of any unique individual's struggle to find his or her niche.""--""School Library JournalMarion Dane Bauer lives in Eden Prairie, MN.; Title: Runt",1,18138,"[2565, 2772, 6000, 6115, 6289, 6680, 6706, 6835, 13821, 14223, 16347, 16991, 17050, 17360, 23002, 23037, 24326, 41705, 45642, 54806, 60067, 62709, 66904, 69003]"
Animals,"Description: Every horse raised its head and stood staring, unbelieving. Three magnificent silver stallions cantered along the ridge of the hill. Who were they and what brought them here? Danger and death face all the wild horses before one of them can become the Silver Stallion of the South.; Title: Silver Brumbies of the South (The Dragon Books)",1,24134,[137]
Growing Up & Facts of Life,"Description: PreSWhen Aput, an arctic fox, finds a goose egg on the tundra, he becomes an instant father. As soon as the adorable chick hatches, her first words are ""Daddy Honk Honk!"" Aput is not sure he knows how to raise the wee gosling, so he goes in search of a foster family. Mama lemming has no room but gives Aput a tiny striped hat to keep the little one warm. Lily the rabbit offers some food, and Nanouk the yoga-practicing bear recommends lots of sleep for babies. As Aput and the gosling's journey together progresses, the fox takes in all of the advice and starts to delight in his paternal role. Bonnet's winsome watercolor illustrations show the energetic hatchling perched on Aput's tail while the fox cooks in the kitchen. At the end of the day, the pair snuggle in a rocking chair and enjoy a bedtime story. Under the northern lights, Aput and friends name his new baby Aurora, and they joyfully celebrate her birth. VERDICT Perfect for Father's Day, this sweet tale shows how love makes a family. A great choice for one-on-one and small group sharing.Linda Ludke, London Public Library, Ont.Praise for Daddy Honk HonkPerfect for Fathers Day, this sweet tale shows how love makes a family. A great choice for one-on-one and small group sharing.School Library Journal""Aputs evolution from helpful bystander to committed parent makes for a lovely narrative arc, but even more touching is Bonnets (the Ella and Penguin books) portrait of a lively, caring community.""Publishers Weekly""The focus is on the developing relationship between father and child; the fox's expression when the egg hatches is absolutely priceless and worth the cover price alone. A sweet adoption tale."" Kirkus; Title: Daddy Honk Honk!",2,15897,"[12086, 16321, 25603, 33805, 33833, 33862, 37162, 45366, 70443, 70523]"
Growing Up & Facts of Life,"Description: Roger Price and LeonardStern created Mad Libs in the 1950s and the series has been a favorite among kids of all ages ever since. Although Roger Price passed away in 1990, Leonard Stern keeps the tradition alive by writing new Mad Libs all the time. Roger Price and Leonard Stern are both well known for their comedywriting. In the 1950s Roger Price created and developed cartoons called Droodles, which were turned into a television show. Before that Price worked with Bob Hope on a newspaper humor column, and he even appeared on Broadway in Tickets, Please! Leonard Stern has an equally colorful and varied history. Before co-founding Price Stern Sloan with Roger Price (Sloan came later), Stern was a successful television writer. In addition to his creative involvement with over twenty television series and over ten motion pictures, Stern worked with Jackie Gleason in New York writing the Honeymooners. He also wrote for the Phil Silvers Show, The Steve Allen Show, and wrote and produced the original Get Smart television series. Recently, Stern published A Martian Wouldn't Say That, which compiled weird and wacky memos written by people in the entertainment industry.Currently, Stern serves as a senior vice president of Price Stern Sloan, where he still writes those hilarious Mad Libs.copyright &#169; 2000 by Penguin Putnam Books for Young Readers. All rights reserved.; Title: Graduation Mad Libs",2,40279,"[3100, 16610, 16634, 16642, 19656, 19657, 23764, 40230, 40235, 40245, 40252, 40263, 40274, 40300, 40305, 40313, 40323, 40332, 40334, 40346, 40403, 40428, 40444, 40466, 40467, 40475, 40485, 40491, 40492, 40506, 40512, 40551, 58262]"
Growing Up & Facts of Life,"Description: Ok, let me start out by announcing that I am NOT a sports fan. I'm not into sports...not a sports person whatsoever. You may have guessed this by the fact that I run a network of nerdy websites. I mean, I review books....what'd you seriously expect, right --Book LegionSports Illustrated Kids, in conjunction with Stone Arch Books, created a series of sports related fictional comic stories for elementary and middle school kids. The comics are designed to teach lessons on teamwork, sharing, anger control, bullying, fair p --The Graphic Classroom BlogJessica Gunderson grew up in the small town of Washburn, North Dakota. She has a bachelors degree from the University of North Dakota and an MFA in Creative Writing from Minnesota State University, Mankato. She has written more than fifty books for young readers. Her book Ropes of Revolution won the 2008 Moonbeam Award for best graphic novel. She currently lives in Madison, Wisconsin, with her husband and cat.; Title: Full Court Pressure (Sports Illustrated Kids Graphic Novels)",2,50691,"[4071, 4259, 6534, 10521, 11583, 21841, 22276, 22883, 23998, 24021, 25659, 27752, 49194, 50221, 50689, 50713, 50716, 50731, 50743, 50748, 50750, 50760, 50761, 50775, 50789, 50793, 50797, 50809, 50815, 50819, 50827, 50865, 50902, 50947, 50964, 50974, 50986, 52239, 57688, 58086, 58704, 68219]"
Growing Up & Facts of Life,"Description: PreS-Gr 1Eating honey for breakfast makes Little Bear and Daddy Bear feel so wonderful that they decide to spread their joy by hugging all the denizens of the forestfrom the tiniest caterpillar to the giant elkbecause ""hugging always makes you feel good."" Unfailingly polite, the bears solicit every animal's explicit permission, even if some are reluctant to agree at first. Even a surprised (and somewhat terrified) hunter gets a huge bear hug. When they have shared their sweet embraces with everyone, the duo realize that they have missed someone very importanteach other. Dziubak's humorous and expressive illustrations save this silly but warm story from being too saccharine. Some of the tableaux of the earnest bears gripping alarmed (though consenting) animals are giggle-inducing, while others are cozy and sweet. VERDICT This delightful tale just might inspire young readers to get and share some cuddles of their own. An effective storytime offering and wonderful selection for most collections.Yelena Alekseyeva-Popova, formerly at Chappaqua Library, NY""a sweet tale about making others feel good by giving them hugs....For kids who love hugs and aren&#39;t afraid to share them."" - Kirkus Reviews; Title: Hug Me, Please!",2,69857,"[69902, 73067, 75586]"
"Activities, Crafts & Games","Description: Nancy Davis is an award-winning illustrator and graphic designer. Her most recent work includes titles in the Little Scholastic series for Scholastic, as well as Who's at Home?, Christmas Shapes, and The First Thanksgiving for Little Simon. Nancy resides in Las Vegas, Nevada.; Title: Who's at Home?: A Lift-the-Flap Book",6,48421,"[2266, 8264, 8666, 9720, 9876, 9882, 9897, 9913, 9915, 9969, 9984, 10027, 10038, 10845, 12711, 16298, 23712, 23822, 26159, 26243, 26430, 27779, 27954, 27998, 31252, 31268, 32828, 33403, 38301, 46530, 47464, 47702, 48146, 48263, 49417, 51607, 51970, 52403, 52502, 52564, 52642, 54577, 54580, 54961, 56907, 56989, 57005, 58495, 63629, 64636, 69407, 69408, 69447, 69462, 69463, 69470, 71627, 75638]"
Growing Up & Facts of Life,"Description: PreSchool-Grade 2Digger and Tiger are rough-and-tumble boys, spiky-haired, hole-at-the-knee boys who spend all their time in the Yard. When Meggie Moon enters their turf, the boys sneer, We don't play with girls. Undeterred, she rifles through the broken broom handles, garbage-can lids, and light bulbs and creates a magnificent race car. Her clever ideas and spunky nature win the boys over and she leads them on imaginary journeys through haunted castles and snake pits. Digger and Tiger realize that before they met Meggie, the rubble was just rubble. When their new friend leaves, they build a spaceship in tribute to their lost captain. Mabire's watercolor cartoon illustrations invite a closer look. The fantastic creations are chock-full of cast-offs and broken bits, and show two rats enjoying their own adventures. A good choice to discuss gender stereotypes as well as the powers of imagination.Linda Ludke, London Public Library, Ontario, Canada Copyright Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.Digger and Tiger spend all their time in the Yard. No one else dares come there - it's their place. Then one day someone arrives, wanting to play. Worse still, its a girl! But when Meggie builds a fantastic racing car, and then an amazing pirate ship, they have to admit she does have some brilliant ideas . . .; Title: Meggie Moon",2,60579,"[1255, 12198, 16158, 16464, 29403, 32782]"
Literature & Fiction,"Description: Kindergarten-Grade 1-Children will enjoy practicing their reading skills with these titles that feature a zoo full of animal friends. The simple, repetitive texts are appropriate for those learning to decode sentences. The plots are straightforward: Is the Spaghetti Ready? deals with mealtime, New at the Zoo with forming friendships, and Troubles with Bubbles with bathing away the day's dirt and dust. The vocabulary consists of one- and two-syllable sight words that readers will recognize. The bold, clear type is printed against crisp white backgrounds. The brightly hued cartoon illustrations humorously reflect the text and provide visual clues to the content. Useful additions to beginning-reader collections.Maura Bresnahan, Shawsheen School, Andover, MACopyright 1998 Reed Business Information, Inc.by Frank B. Edwards and illustrated by John Bianchi; Title: Is the Spaghetti Ready? (New Reader Series)",0,42284,[72765]
Growing Up & Facts of Life,Description: Dom Deluise is a comedian-actor-writer living in Los Angeles. He has entertained the world for more than 50 years and continues to bring smiles to all those he touches and to all those who read his books.; Title: The Pouch Potato,2,43100,"[27403, 27476]"
"Arts, Music & Photography","Description: In this chipper, if saccharine, historic preservation fable, a skyscraper (with hybrid features that resemble the Chrysler and the Empire State Buildings) faces destruction until an architect who fell in love with the edifice as a child rallies the city to save it. The boy, Jack, who ""look[s] up to the little skyscraper,"" stands on a corner with his parents as vintage cars drive by and The Fountainhead plays at the cinema across the street. Later, he grows up to fight City Hall on the building's behalf. Despite the simplistic, old-fashioned text, Santoro (Isaac the Ice Cream Truck) draws on his experience as an animator to create a breezy, cinematic perspective and a heightened sense of space (though the book's overlong vertical format may present shelving challenges). He captures both the exhilarating bustle and growth of a metropolis, as well as the sense of menace that the ever-encroaching urban canyon represents to the beleaguered building. The artist makes the most of the little skyscraper's two cathedral-window eyes and mouth to communicate emotions, from joy to chagrin as well as an attack of vertigo (""Sometimes even the little skyscraper got dizzy from looking down""). Even youngest readers will get the heavy-handed message that when something wonderful from the past is preserved, everybody stands tall. All ages. Copyright 2001 Cahners Business Information, Inc.Ages 5-7. A small architectural fable with a bittersweet resonance after the events of September 11, 2001. The Little Skyscraper is the tallest building in a great city, with a gold spire and silver trim, and the favorite edifice of a young boy named Jack. But time goes on, and the Skyscraper's spire dulls, and new buildings are erected that are taller. It is even threatened with demolition. Jack, now an architect, leads the battle to have the Little Skyscraper declared a landmark and restored to its former glory. Santoro has worked for Disney, and the cheerful pastel colors and smiling buildings evoke memories of vintage cartoons. The skyscraper recalls both the Empire State and the Chrysler buildings, and the towers that dwarf it resemble the World Trade Center in this unnamed city that exists in imagination only. GraceAnne DeCandidoCopyright &#169; American Library Association. All rights reserved; Title: The Little Skyscraper",13,40465,"[32304, 62427]"
"Activities, Crafts & Games","Description: One of the leading authorities on fashion history, Tom Tierney created over 150 paper doll books for Dover Publications. With subjects ranging from U.S. Presidents to popular movie stars, Mr. Tierney's books are famous for being carefully researched and meticulously rendered. His releases are prized by fashion professionals, collectors, and paper doll lovers all over the world.; Title: Royal Weddings Paper Dolls",6,20072,[20167]
Growing Up & Facts of Life,"Description: Grade 2-4-Fourth-grade Amber Brown is back, and she thinks that nothing in her life is fair, from her mom and aunt going to Disneyland without her to the many changes she must face within her family. Her mother and Max are planning their upcoming wedding, their new life together, and maybe even a future baby together and a new house, and Amber doesn't like it one bit. She's also angry at her father because he has a date. Then she must make a difficult decision when her mom and Max let her help choose between a new home with a swimming pool in a different town and a new, but ""boring"" house in a nearby neighborhood. Ross's black-and-white drawings show Amber's humorous facial expressions and her daily life. This upbeat and funny first-person narrative will keep readers hooked, even while Amber deals with the emotions that many kids her age experience. This title will be enjoyed by early chapter-book readers whether familiar with Amber or not.Michele Shaw, Yorkshire Academy, Houston, TXCopyright 2003 Reed Business Information, Inc.Gr. 2-4. From the popular series that began with Amber Brown Is Not a Crayon (1994), this accessible chapter book finds Amber in some distress as her divorced parents struggle to make new lives for themselves. On their weekend ""together,"" Amber's father breaks a promise to take her to a movie, leaves her with a sitter, and goes out with a woman he met that day in the grocery store. Meanwhile, Amber's mother and her intended husband, Max, shop for a house, but not necessarily in the same town or near the same school that Amber has always known. Worse still, Amber's dad is furious with her mom and Max, and the feeling is mutual. The first-person narrative is fresh, articulate, and occasionally funny, though Danziger delivers more than light entertainment here. Readers will feel Amber's pain as she confronts each parent and her surprise when she finds comfort in the most unlikely place--the principal's office. Ross contributes lively, expressive ink drawings that help lighten this truthful but hopeful portrait of Amber's family in transition. Carolyn PhelanCopyright American Library Association. All rights reserved; Title: Amber Brown is Green with Envy",2,16084,"[2317, 2874, 3647, 6121, 6125, 6197, 6239, 6364, 6373, 6437, 6519, 6714, 6722, 6864, 10480, 13075, 21521, 22984, 25354, 29006, 29018, 38512, 47486]"
Growing Up & Facts of Life,"Description: ""Best suited for reading aloud, this picture book addresses the problem of bullying at school.""School Library Journal""Picture books about bullying are not uncommon, but this one is unusual in at least two respects.""Booklist""Nobody Knew What to Do"" provides readers with basic strategies for dealing with bullies and encourages children and adults to work together to make sure that bullying doesn't happen. At the same time, the book will serve as a catalyst for teaching tolerance and understanding.; Title: Nobody Knew What to Do: A Story about Bullying (Concept Books (Albert Whitman))",2,37735,"[4363, 8529, 12312, 14734, 16147, 16344, 16550, 17137, 21344, 23725, 24570, 24710, 34040, 34076, 37455, 37660, 38275, 38306, 41525, 41537, 42883, 43123, 43127, 47567, 51166, 53879, 54575, 57272, 61619, 61687, 62595, 62621, 62685, 62709, 62712, 62722, 64787, 65139, 72163, 73178, 73364, 73532, 73533, 73540, 73898, 73906, 74013, 74034, 74216, 74665, 74906, 75439]"
Growing Up & Facts of Life,"Description: *STARRED, Booklist ""The only imperfection in this novel is that it ends.""Joanne Rocklin is the critically acclaimed author of several books, including One Day and One Amazing Morning on Orange Street, which School Library Journal called fascinating and thought-provoking . . . sweet and tart and sure to satisfy. She lives in Oakland, California.; Title: The Five Lives of Our Cat Zook",2,48499,"[1704, 6706, 7371, 10076, 13454, 13894, 14342, 14814, 27663, 37094, 37198, 39439, 45640, 46374, 47627, 62850, 66918]"
History,Description: K.M. Kostyal has written a number of books for the National Geographic Society including Trial by Ice: A Photobiography of Sir Ernest Shackleton. Kostyal is a history buff with a fascination for the Revolutionary and Civil Wars. She lives in Washington D.C.; Title: 1776: A New Look at Revolutionary Williamsburg,18,49548,"[17317, 24588, 25461, 26777, 33492, 49602]"
