category,text,label,node_id,neighbour
Action & Adventure,"Description: Edward Ardizzone was the eldest of five children. In 1905 his family moved to Ipswich, where he learnt to know and love the little coastal steamers that he was to draw so often in the Little Tim books. Illustrator of more than 170 much-loved children's books, Edward Ardizzone was awarded the Kate Greenaway Medal in 1956 and the CBE in 1971. He died in 1979.Stephen Fry is a national treasure and was born in 1957 in London and brought up in Norfolk.Memorable television appearances included Blackadder, A Bit of Fry &amp; Laurie and Jeeves and Wooster. Big screen outings included Wilde, Gosford Park and Peter's Friends. He also read all of the Harry Potter books for the unabridged audiobook edtions.; Title: Tim in Danger (Little Tim)",10,71381,"[7996, 60981, 71357, 71359, 71373, 71808]"
Growing Up & Facts of Life,"Description: Jesse Franklin was raised in the small, high desert town of Green River, in southwest Wyoming. Growing up, he spent most of his free time exploring the beautiful expanses of his home state. Following high school, he enlisted in the Marine Corps and was stationed at Camp Pendleton, California. After reaching the rank of sergeant, he was selected for an enlisted-to-officer program in which he studied at the University of Utah. He was commissioned, became an infantry officer, and was subsequently stationed at Camp Lejeune, North Carolina. He met his wife during a deployment to Okinawa, Japan, where she was serving as a Navy nurse. Today, Jesse continues to serve as a Marine officer and he and his wife have been blessed with three wonderful children. Jesses stories are inspired by his family, his experiences in the Marine Corps, and the wonderful people with whom he has served.; Title: My Daddy Sleeps Everywhere",2,74768,"[20993, 22393, 22903, 24740, 31892, 43057, 43794, 45020, 50062, 51653, 54098, 64122, 67707, 68475, 70173, 73956, 74052, 74403, 74674, 74678, 75574]"
Education & Reference,"Description: This will be of tremendous value to adults who teach writing to children, but it will also appeal to Nixons legion of fans. . . . A delightful look back at a time and a life.BooklistClear and concise advice to writers.School Library JournalMany of Joan Lowery Nixon?s readers have written to her to ask how they, too, can become published writers someday. This memoir, including anecdotes and advice, is her answer to them. From her first publication at age ten?a poem entitled ?Springtime? in a children?s magazine?to her graduation from Hollywood High during World War II, Joan Lowery Nixon shares the events from her childhood that helped her to grow and develop as a writer. Joan Lowery Nixon took to heart and never forgot what her ninth-grade journalism teacher told her, ?A writer must always have faith in herself. If you don?t believe in yourself, no one else will.? Both informative and entertaining, The Making of a Writer is a charming look at one writer?s beginnings.; Title: The Making of a Writer",12,18178,[]
Growing Up & Facts of Life,"Description: Youngsters learn to identify 8 common members of the insect world as they color images of a fuzzy caterpillar, spider, ant, bumblebee, grasshopper, butterfly, 2 others.Includes 8 images to colorDimensions: 4 3/16 x 5 5/8Pages:8Coloring Book; Title: Insects Stained Glass Coloring Book (Dover Stained Glass Coloring Book)",2,19914,"[19835, 19862, 19873, 19874, 19881, 19888, 19898, 19903, 19904, 19917, 19921, 19954, 19963, 20064, 20080, 20171]"
Growing Up & Facts of Life,Description: 2016 Mattel. All Rights Reserved.; Title: Ever After High: Epic Winter: The Junior Novel,2,11331,"[11007, 11032, 11054, 11069, 11106, 11141, 11171, 11183, 11188, 11196, 11200, 11208, 11280, 11306, 11307, 11313, 11375, 11388, 11410, 11412, 11445, 11450, 11454, 11456, 11457, 11467, 11468, 11535, 11552, 11554, 11559, 11587]"
Animals,Description: MacKenzie Buckley is the author of the middle-grade fantasy novel Sally's Bones and co-author of the upcoming young reader series Marvel's Super Hero Adventures. She is a trained dramaturge and former editor for Marvel comics. She lives in New York with her family and has at least one totally crazy dream a week.; Title: PAW Patrol: Pup-tastic Halloween: A Spooky Lift-the-Flap Book,1,35603,"[2192, 3336, 6735, 10041, 13367, 13536, 14632, 16724, 16741, 16795, 16812, 16846, 18431, 18738, 19597, 21706, 22077, 23675, 23726, 23741, 23761, 23797, 23867, 23884, 23933, 23971, 24023, 26430, 33940, 35593, 45285, 45347, 48956, 53323, 54480, 58091, 58138, 58207, 58208, 58212, 58228, 58239, 58509, 60744, 69420, 69423, 69460]"
Education & Reference,Description: Book by GREAT SOURCE; Title: Write Away: A Handbook for Young Writers and Learners,12,25569,"[25560, 25565, 25570, 25571, 42523]"
Literature & Fiction,"Description: Gr. PreK-1 Though Mary Had a Little Lamb was published in 1830, it seems anything but old-fashioned in this jaunty picture book. Yes, the illustrations feature a one-room schoolhouse out in the country, but the characters clothing and the many touches of fantasy and humor lift the poem out of its historical period and into some timeless, lighthearted landscape of the imagination. All six verses appear, from the very familiar to the nearly forgotten, and each illustrated with one or more double-page pictures that magnify the hilarity in the schoolhouse when the lamb shows off for the class, the sadness that the lamb and Mary feel when he is turned away, and the joy of their reunion. Even the potentially unctuous-sounding ending verse is lightened by the joyous spirit and amusing details in the accompanying illustrations, digital collages combining fabric elements with acrylic and gouache painting. A child-pleasing version of the well-known poem. --Booklist, March 15, 2011Author Sara Josepha Hale is deceased. Hale was an American writer and editor. Published in 1803, Mary Had a Little Lamb was part of a collection of poems for children. Illustrator Laura Huliska-Beith lives in Kansas City, Missouri, with her husband Jeff and their three dogs. ; Title: Mary Had a Little Lamb",0,31887,"[10339, 28634, 31239, 62253]"
Education & Reference,"Description: ""Immensely enjoyable""--ForeWord Clarion Reviews""For children who enjoy lingering over pages full of magical creatures and whimsical details [...] told in simple and engaging words and imaginative pictures.""--Kirkus Reviews""Enchanting""--Eselsohr, Fachzeitschrift fr Kinder- und Jugendmedien""Recommended reading for all parents and kindergarten teachers""--Oesterreichisches Schulportal""Readers will emerge from this book feeling slightly more confident about themselves--whatever their size.""--ForeWord Clarion ReviewsAm I small? is the world's first World Children's Book - available for every country on earth in at least one official language.; Title: Am I small? / Jega jagnayo?: Children's Picture Book (Korean and English Edition)",12,56592,"[5862, 22961, 29382, 36670, 36688, 36692, 36700, 36702, 36712, 36714, 36715, 36716, 39611, 54421, 56582, 56584, 56588, 56890, 58449, 64884, 68994, 71141, 71154]"
Animals,"Description: Sea Searchers Handbook is a treasury of information, activities and illustrations designed to help young people know, love and take care of the sea. For all of you teachers wondering how to better teach an ocean unit, dont pass up this wonderful book. -- Science and Children; Title: Sea Searcher's Handbook: Activities from the Monterey Bay Aquarium",1,72166,[74234]
Animals,"Description: Nancy Rose is a photographer living in Canada. Her popular photos of wild squirrels in handcrafted settings, taken in her backyard, have attracted a wide following on Flickr, and have been featured in the Washington Post, the London Times, and Buzzfeed, among many others. She is the author of The Secret Life of Squirrels and Merry Christmas, Squirrels!; Title: The Secret Life of Squirrels: A Love Story",1,11096,"[148, 2475, 4204, 6222, 11210, 11366, 11397, 11400, 15870, 21596, 21616, 21630, 21762, 24227, 28843, 29305, 33950, 36637, 37850, 44920, 49776, 51694, 52602, 55395, 56396, 57448, 59665, 68474, 74276]"
"Science, Nature & How It Works","Description: After reading this book, your kids will NEVER want to come inside ever again. Not only does Colleen Kessler capture the heart of your children with her child-centered language, she will also encourage them to think outside the box, stretch their thinking and dig into their inner curiosities through her captivating science-based activities.Dayna Abraham, author of The Superkids Activity Guide to Conquering Every Day and Sensory Processing 101, founder of Lemon Lime AdventuresThis is such an engaging book. Full of interesting experiments and projects, it takes your childs natural curiosity for the bugs in their backyard and inspires them to wonder, explore and discover so much about the world.Cathy James, author of The Garden Classroom, founder of NurtureStoreTelling your kids to go outside and play just got a heck of a lot more educational. Colleen Kessler is an expert educator who understands how to make outside activities spark interest in science without stripping away the fun.Allison McDonald, B.Ed, author of Raising A Rock-Star Reader, founder of No Time for FlashcardsNature is the worlds greatest classroom, and this book makes it easy to explore and totally fun. Perfect for parents and teachers alike!Anne Carey, author and founding engineer of Left Brain Craft BrainColleen Kessler is an award-winning educator, author, speaker, homeschool mom to four gifted children and the founder of Raising Lifelong Learners. She left teaching after more than a decade to write and speak as an advocate for gifted and twice-exceptional children. Shes written more than a dozen books, including Raising Creative Kids and Hands-On Ecology. She speaks regularly at homeschooling conventions, events and online webinars and podcasts. Colleen lives with her family in Ohio.; Title: 100 Backyard Activities That Are the Dirtiest, Coolest, Creepy-Crawliest Ever!: Become an Expert on Bugs, Beetles, Worms, Frogs, Snakes, Birds, Plants and More",15,68018,"[4407, 5350, 14293, 29158, 32469, 33443, 33933, 38695, 39143, 40747, 41376, 45204, 45653, 49750, 53326, 64258, 67085, 68016, 68017, 68019, 68878, 68882, 70806, 71796, 71982, 73778, 73782, 74897, 75155, 75196, 75210]"
"Activities, Crafts & Games","Description: Gr 6-9-Can you solve the pouring problem? How are you at brain chains? This unusual series challenges perception and thwarts assumptions with optical illusions and seemingly simple activities. Memory games, pencil puzzles, and magic tricks allow readers to exercise numeracy and logic skills in fun and fascinating ways. Answer pages offer solving tips and/or solutions when the problems grow too taxing. While all of the activities work well, the author seems more comfortable with explaining math concepts-devoting a whole page to a good explanation of probability-than science, explaining why some optical illusions work but not others. Scrupulously accurate graphic illustrations (with some photos) are key to the success of these four sharp little books. VERDICT Shelve under ""Spock""-there are sure to be takers for this set.(c) Copyright 2011. Library Journals LLC, a wholly owned subsidiary of Media Source, Inc. No redistribution permitted.""Can you solve the pouring problem? How are you at brain chains? This unusual series challenges perception and thwarts assumptions with optical illusions and seemingly simple activities. Memory games, pencil puzzles, and magic tricks allow readers to exercise numeracy and logic skills in fun and fascinating ways. Answer pages offer solving tips and/or solutions when the problems grow too taxing. While all of the activities work well, the author seems more comfortable with explaining math concepts--devoting a whole page to a good explanation of probability--than science, explaining why some optical illusions work but not others. Scrupulously accurate graphic illustrations (with some photos) are key to the success of these four sharp little books. VERDICT: Shelve under 'Spock'--there are sure to be takers for this set.""--School Library Journal, Series Made Simple""A slender but diverse gallery of line and color illusions, with bright, crisply printed graphics. Following an introductory overview, Moore presents three or four examples for each of nine types of optical foolery. There are parallel lines that don't look it, geometric shapes that only seem to be different sizes, illusory color changes, 'persistence of vision' spots, and perspective switches such as the vase-or-faces image. His accompanying commentary verges on overexplanation, as readers are not only told with each example how to look or move and what they can expect to see, but are then provided with additional hints and explanations at the end. In companion title Think Outside the Box, he challenges viewers to match a key to one of a set of schematic tumblers, trace a maze without using a pencil, and other tricky eyes-only puzzlesthough again the answers are at the back. Other volumes in the Brain Benders series newly available in this country, It's Only Logical and Not So Ordinary, offer further mental exercises. Visually appealing starter volumes for readers who take pleasure in giving their powers of perception and deduction a workout.""Kirkus Reviews; Title: Think Outside the Box (Brain Benders)",6,53724,"[53719, 70790]"
Animals,"Description: Jones's charmingly illustrated, engagingly straightforward work retells the beloved Aesop fable about two mice who discover that indeed ""there's no place like home."" As in her earlier peep-hole books, two-inch openings in the center of alternate pages offer tantalizing glimpses of things to come and provide cheery ""backward glances"" at the malcontent mice. With the finely wielded lines of her elaborate pen-and-watercolor art (somewhat reminiscent of John O'Brien's work, though less stylized), Jones opts for a warmer and lighter take on the tale than the cool-toned opulence found in Jan Brett's 1994 rendition. The full-bleed pictures are jammed with amusing details, beginning with a cozily crowded Town Mousehole into which peers a hopeful kitty (while a sign by the lair's exit warns, ""Look left Look right Every night""). Ages 4-8. Copyright 1995 Reed Business Information, Inc.PreSchool-Grade 2?This well-loved fable benefits from this low-key retelling. Jones enlarges upon the friendship between the two cousins and the myriad dangers that await each mouse when he sets foot on unfamiliar ground. She repeatedly reinforces the moral of the story and concludes with the familiar ""There's no place like home."" Like several of Jones's earlier picture books, this one features die-cut holes on every other page that give readers a hint of the illustration to come. This clever design doesn't work quite as well as it did in Old MacDonald Had a Farm (1989) and This Old Man (1990, both Houghton), but it does allow for plenty of interaction when sharing the book with young children. The full-page pictures are fairly realistic in style and appear to be drawn in pen-and-ink with watercolor washes. The palette emphasizes muted earth tones for the Country Mouse section and a jazzier color scheme for the Town Mouse. While there are other memorable versions of this fable, most notably Janet Stevens's humorous The Town Mouse and the Country Mouse (Holiday, 1987) and Jan Brett's richly detailed Town Mouse, Country Mouse (Putnam, 1994), this rendition deserves a place on library shelves.?Denise Anton Wright, Illinois State University, NormalCopyright 1995 Reed Business Information, Inc.; Title: Town Mouse Country Mouse",1,15521,"[15580, 23243, 33171, 63808]"
Humor,"Description: Lewison ( Shy Vi ; Going to Sleep on the Farm ) and Brown ( Your Best Friend, Kate ) strike a merry chord in this appealing variation on an oft-played theme. Brown's comic ink-and-watercolor pictures depict a medieval princess who looks to be well past the potty-training stage--and who trots out an engaging range of facial expressions that indicate her stubbornness. It seems she has no interest in trading in the ""royal diaper"" for a potty--even when tempted with models that are polka-dotted, musical or glow-in-the-dark. Quite simply, they fail to please her. When the princess's desperate parents consult the royal wise man, he answers--again quite simply--that ""the princess will use the potty when it pleases her to use the potty."" Her incentive proves to be a new acquisition: ""the prettiest pair of pantalettes in the land,"" which, quite simply, cannot be worn with a royal diaper. Art and text convey the tale's message with amusing understatement. Bound to please any princess--and less royal youngsters as well. Ages 2-4. Copyright 1994 Reed Business Information, Inc.PreSchool-""'This potty doesn't please me,'"" says the princess. Neither does the next one, nor the next. Her parents are frantic with worry-what will the neighbors in the next-door kingdom think? They try everything they can think of, including consulting a wizard. The princess continues to wear her royal diaper until the day she chooses to wear the prettiest pair of pantalettes in the land. When decision time comes, it's the nearest facility that pleases her. This learning experience will be familiar to anyone who has been toilet trained, and a light encouragement to those who haven't. Cheery, full-color cartoons reveal an imagined medieval world in which the anachronistic appearance of a white porcelain commode will disturb only the humorless. A pleasant, nondogmatic title that will be enjoyed as much as Virginia Miller's On Your Potty! (Greenwillow, 1991). Carolyn Noah, Central Mass. Regional Library System, Worcester, MACopyright 1994 Reed Business Information, Inc.; Title: Princess and the Potty, The",3,26097,"[1359, 8526, 14145, 14557, 28390, 28476, 28790, 30866, 32828, 38626, 46482, 47174, 47609, 47648, 52511, 65956, 75638]"
"Arts, Music & Photography","Description: Grade 1-5&ndash;Using a lively version of the children's song This Old Man, this book introduces famous African-American jazz musicians as it counts to nine. Louis Armstrong is number 1. This jazz man, he plays one,/He plays rhythm with his thumb,/With a Snap! Snap! Snazzy-snap!/Give the man a hand,/This jazz man scats with the band. The illustrations give clues to the performers, and the end matter has a biographical sketch for each one. In the final spread, all of the musicians are together, taking bows: These jazz men make one great band! The energetic collage illustrations introduce the action by picturing bold striped curtains encompassing an empty stage set up with jazz instruments; each performer's subsequent spread has striped borders. Onomatopoeic words spill across the pages in imitation of the music's sounds. The book is fun for jazz aficionados and neophytes alike. Children will enjoy the sounds and illustrations and sing along without needing to know more.&ndash;Judith Constantinides, formerly at East Baton Rouge Parish Main Library, LA Copyright &copy; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.Ehrhardt moves the traditional counting chant ""This Old Man"" to the jazz club in this infectious, rhythmic offering. Each page features a different jazz musician who plays ""rhythm with his thumb,"" makes ""music with his shoes,"" and so on. The rhyming text scans with a smooth, toe-tapping tempo that's nicely extended by the colorful, mixed-media images, arranged in compositions that have their own staccato beat. Bars of striped color slide across page edges, and stylized African American musicians, rendered in geometric shapes and textured prints, send up ""notes that rise to heaven."" Children will want to shout along with the scat-cat rhythms (""Beedle-di-Bop! Bebop!"") that replace the original chant's ""paddy-whack"" refrain and are printed in colorful letters that punctuate the artwork. This will appeal most to preschoolers and kindergarteners, but older children will appreciate the closing section, which reveals that the featured musicians represent real-life jazz legends, including Charles Mingus and Charlie Parker. A short biography of each is appended. A welcome introduction to the world of jazz. Gillian EngbergCopyright &#169; American Library Association. All rights reserved; Title: This Jazz Man",13,7467,"[1663, 2178, 2292, 10882, 11546, 12917, 13259, 13848, 14332, 15915, 16537, 17700, 20848, 21030, 21372, 21690, 23981, 24409, 26079, 26116, 26800, 27248, 31293, 32325, 32523, 32740, 33266, 33363, 36307, 37021, 38130, 39183, 42966, 45827, 45886, 47945, 48631, 49193, 51713, 51730, 55381, 61987, 62083, 63196, 65041, 65171, 65797, 67483, 67813, 68204, 71082, 71782, 72607, 72609]"
Growing Up & Facts of Life,"Description: ""Enormous appeal for young children. It's hard to imagine a more ideal book to read to a group... it offers just the right amount of tension with a reassuring resolution."" -School Library JournalSelf-taught artist and naturalist Jim Arnosky has written and illustrated over 90 nature books for children, as well as illustrated over 50 books by other authors. Kirkus Reviews has called his work first-rate natural history for the youngest. Jim divides his time between Vermont and the Florida Keys.Visit Jim at jimarnosky.com.; Title: Raccoon On His Own (Picture Puffin Books)",2,6758,"[4665, 4671, 5351, 5364, 5431, 5462, 5513, 5516, 5604, 5611, 5862, 5871, 5893, 5936, 6396, 6733, 11578, 11622, 17105, 25895, 28963, 29405, 31869, 35414, 42849, 45286, 46445, 46531, 49637, 50243, 52410, 52702, 54076, 59307, 59538, 68456, 68467, 69462, 73876, 73877, 74824]"
Animals,"Description: Born and raised in Baton Rouge, Louisiana, John Mese is a veteran actor who has appeared in numerous television shows including the ABC Family Channel's Pizza My Heart, and the new WB series Just Legal. An accomplished screenwriter, Mese lives in Los Angeles with his wife Dawn Kelsey. Kelsey is a California native and an instructor in Communication Studies at California State University, Long Beach, who also teaches speech classes at Cerritos College.Chanler Holden is a graphic designer based in Baton Rouge, Louisiana, who has designed and illustrated several previous children's books.; Title: Flippy Goes on a Road Trippy (Flippy and Friends)",1,43143,[43142]
Literature & Fiction,"Description: Greg Fritz leads the marketing team at Big Idea/VeggieTales and is well-versed in all things Veggie, including advertising, promotional partnerships, and product development. At work Greg displays a fortitude similar to Bob the Tomato, but at home he displays more of Larry's whimsical spirit-a trait that comes in handy as he and his wife raise their five children.; Title: God Made You Special! (VeggieTales)",0,39745,"[8811, 8822, 8831, 8865, 8874, 8908, 8915, 9194, 9211, 9223, 9290, 9293, 9325, 9333, 9373, 9397, 9455, 9469, 13552, 14557, 39681, 39694, 39696, 39705, 39710, 39715, 39716, 39726, 39733, 39738, 39741, 39746, 39765, 39852, 46013, 46058, 46060, 65860, 67389, 69411, 69437]"
Growing Up & Facts of Life,"Description: Despite their differences, down-to-earth Pug and imaginative Doug are canine best friends. They watch movies (and birds) together, have a secret pawshake, and can even tell when they are getting on each others nerves. But then an odd chain of events leads Doug to assume the worstthat Pug no longer wants to be his BFF. When the misunderstanding comes to light, Pug searches the town for his dejected pal and reveals to him the real reason for his evasive behavior: he has been hiding his birthday present for Douga talking parrot named Buddy. This breezy tale of friendship gets its lift from a mix of happenstance and gentle humor, with the reunited pals agreeing to avoid hurt feelings in the future by always talking things over. Pulitzer Prizewinning cartoonist Breen uses a soft color palette; occasional panel sequences and visual gags; and affable, childlike characters to create a quirky, canine-populated world that will appeal to a wide audience, especially boys. A stinger ending proves that Dougs vivid imagination isnt always out of step with reality. Preschool-Grade 1. --Kristen McKulskiPraise for Pug and Doug:""Readers will relate to the bruised feelings, mistaken mix-ups, challenges and ultimate joys of best friendship. Let's just hope Pug and Doug return for more adventures."" -Kirkus ReviewsPulitzer Prizewinning cartoonist Breen uses a soft color palette; occasional panel sequences and visual gags; and affable, childlike characters to create a quirky, canine-populated world that will appeal to a wide audience, especially boys. Booklist""The straightforward story is imbued with humor, and the story lends itself well to reading aloud to a group. Educators looking for books on relationships and communication will find a lot to like in this pleasant addition."" -School Library Journal""A heart-warming tale.Anyone interested in a great story of friendship will add this title to their reading list.A special read-aloud selection that offers opportunities for discussion."" -Library Media Connection (Starred) review feed; Title: Pug and Doug",2,36461,"[3805, 4250, 6365, 16915, 65178]"
Growing Up & Facts of Life,"Description: Praise for the Dead Isseries""[Perez] delivers a wise-cracking, boy-lusting, determined sleuth of a high school protagonist . . . this quick, lighter-than-air spoof of the undead, cheerleaders and popularity is pure pleasure.""Publishers Weekly""A fun ride from start to finish. Perez's smart and sassy style soars.""Mary E. Pearson, author of the Jenna FoxChronicles""[A] quick, lively romp. . . . Teens looking for a breezy read will find plenty to like here.""Booklist""This super supernatural murder mystery is sassy, romantic, and spooky-fun!""Cynthia Leitich Smith, author of Tantalize""Light romance and a paranormal plot are more tongue-in-cheek than scary, making this series a good introduction to the genre for younger readers.""Booklist""Breezy style and comic-book plot. . . . Fun.""Kirkus Marlene Perez is the author ofeight books in the Dead Is Series, including Dead Is The New Black, an ALA Quick Pick for Reluctant Young Adult Readers. She lives in Orange County, California. Visit her website at www.marleneperez.com.; Title: Dead is a Killer Tune",2,23219,[23218]
Growing Up & Facts of Life,"Description: One of the most creative toilet-training stories ever to make it to print. Danny, like many toddlers before him, is reluctant to touch his tush to the toilet. Understandably wounded by this flagrant rejection, despite Danny&rsquo;s mother&rsquo;s assurances, the toilet decides to pack up its things and disappear into the night. When Danny realizes that his throne is gone, he sets out to find it and promises to finally give it a try. Ricks&rsquo;s hilarious cartoon artwork plays up the humor of a traveling toilet. The final scene shows the triumphant family, toilet in tow, going for a celebratory ride in a roller-coaster car labeled &ldquo;#2.&rdquo;&nbsp; (School Library Journal)A &quot;laugh-out-loud respite from charts, rewards, and accidents. ...Reluctant potty-goers might be encouraged to hit the head after this ridiculous adventure.&quot; (Horn Book June 20, 2016)&nbsp;One of the most creative toilet-training stories ever to make it to print. ... Bizarre enough to work its magic. (School Library Journal June 1, 2016)A mashup of toilet humor and self-esteem lit that&rsquo;s as lemony fresh as a newly scrubbed bowl. (Publisher's Weekly March 28, 2016)A hilarious story of toilet training that will make you laugh out loud! (Houston Family Magazine June, 2016)Sam Apple teaches creative writing at the University of Pennsylvania and is the author of American Parent and Schlepping Through the Alps. His work has appeared in The New York Times Magazine, the Financial Times Magazine, and the NewYorker.com, among many other publications. A native Texan, Apple now lives in Philadelphia with his wife, Jennifer, and their three children: Isaac, Lila, and Nina.; Title: The Saddest Toilet in the World",2,55050,"[1359, 14557, 32828, 44038, 47648]"
Literature & Fiction,"Description: Stormie Omartian is the bestselling author of the Power of a Praying series (more than 37 million books sold). Her other books include Just Enough Light for the Step Im On; Lead Me, Holy Spirit; Prayer Warrior; and Out of Darkness. Stormie and her husband, Michael, have been married more than 45 years. They are the parents of two married children and have two granddaughters. Shari Warren is an artist and illustrator whose lifelong passion is to make people smile. Her fresh, colorful illustrations can be found in books such as the On-My-Own Reader Bible and The Prayer That Makes God Smile and on posters, giftware tableware, wall dcor, and home accessories. Shari lives in Northern California and has had the pleasure of working with clients all over the world.; Title: What Happens When I Talk to God?/Qu pasa cuando hablo con Dios?: English/Spanish (The Power of a Praying Kid)",0,30021,"[5402, 9850, 29939, 29960, 29981, 40034]"
Growing Up & Facts of Life,Description: Title: The Jellybeans Love to Dance &lt;&gt;Binding: Board Books &lt;&gt;Author: LauraJoffeNumeroff &lt;&gt;Publisher: AbramsAppleseed; Title: The Jellybeans Love to Dance,2,48535,"[2722, 19358, 23665, 28952, 38178, 38230, 48483, 48602, 52390]"
Literature & Fiction,"Description: Susan K. Marlow is always on the lookout for a new story, whether shes writing books, teaching writing workshops, or sharing what shes learned as a homeschooling mom. The author of the Circle C Adventures series and the Circle C Beginnings series, Susan enjoys relaxing on her fourteen-acre homestead in the great state of Washington.; Title: Andi's Circle C Christmas (Circle C Beginnings)",0,39917,"[9102, 11560, 13474, 27220, 39896, 39898, 39911, 39912, 39914, 39916, 39919, 39920, 39922, 39924, 39925, 39926, 39927, 39928, 39931, 39936, 40196, 43976, 43977]"
Growing Up & Facts of Life,"Description: Anne Rockwell is a pioneer in the field of nonfiction for very young children. She has more than a hundred books to her credit, including Why Are the Ice Caps Melting? and Clouds in the Let&#8217;s-Read-and-Find-Out Science series. She lives in Greenwich, Connecticut.; Title: Show &amp; Tell Day",2,4614,[46920]
Literature & Fiction,"Description: The Newbery Medal-winning, Caldecott Honor book about an imaginary inn belonging to William Blake, where remarkable guests are attended by an even more remarkable staff. Ages 4-8. Copyright 1987 Reed Business Information, Inc.Nancy Willard has loved William Blake&rsquo;s poetry from the day she first heard it. While writing the poems in this book, she built a six-foot model of the inn, decorating it with moons, suns, stars, and prints of Blake&rsquo;s paintings. The model with its residents&mdash;the characters that appear in this volume&mdash;stands in her living room. Nancy Willard published her first book when a high school senior&mdash;an inset in the Horn Book, which was called A Child&rsquo;s Star. Formerly a lecturer in the English department at Vassar College, she is the author of a number of well-received children&rsquo;s books, including Sailing to Cythera: And Other Anatole Stories and The Island of the Grass King: The Further Adventures of Anatole, both winners of a Lewis Carroll Shelf Award.&#160;; Title: A Visit to William Blake's Inn: Poems for Innocent and Experienced Travelers",0,7821,"[1337, 4121, 4402, 4547, 5199, 5218, 5238, 5239, 5338, 5349, 5387, 5389, 5472, 6212, 7796, 9563, 9638, 9641, 10099, 10269, 10768, 11356, 11578, 14203, 14291, 15621, 15915, 15987, 16782, 17959, 20144, 24393, 25833, 26799, 27220, 33363, 36133, 39030, 41676, 45727, 65020, 68188]"
Literature & Fiction,"Description: Sarah DeFord Williams lives in Salt Lake City with her husband and three children. In addition to writing and spending time with her family, she loves being outdoors-especially in the mountains. She also plays guitar, sings, and enjoys songwriting. This is her first book.; Title: Palace Beautiful",0,6483,[27745]
Growing Up & Facts of Life,"Description: Grade 2-3These four paperbacks feature the denizens of Pixie Hollow, in Never Land. Beck, an animal-talent fairy, helps to end a war between the hummingbirds and the chipmunks. Lily, a garden-talent fairy, plants a mysterious seed that grows into a noxious but ultimately amazing plant. Tink, otherwise known as Tinker Bell, is a pots-and-pans fairy whose talent disappears when she loses her magic hammer. Vidia is a fast-flying-talent fairy with a mean streak, whose heart warms just a little when other fairies help her clear her name when she is falsely accused of stealing the Fairy Queens crown. The full-color illustrations are typical Disney animation style. These attractive, fluffy titles will almost certainly fly off the shelves where such paperback series as Tracey Wests Pixie Tricks (Scholastic) are popular.Eva Mitnick, Los Angeles Public Library Copyright Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.Gr. 1-3. Following Gail Carson Levine's leadoff Fairy Dust and the Quest for the Egg (2005) comes Disney Fairies, a series of chapter books, written by various authors, that take place in Never Land's fairy kingdom, Pixie Hollow. In this offering, Beck, an animal-talent fairy, must stop a war between chipmunks and hummingbirds that threatens to divide the entire forest. Despite contrived plotting and a predictable solution just shy of sentimental, the warring animals' childlike feud and the gentle lesson at the heart of the story will resonate with a young audience. The few sample full-color illustrations included in the galley were ornate and stylized, with a slick, airbrushed look and fairies with wide eyes and voluptuous lips; the full set of final illustrations was not available. Lily's Pesky Plant, by Kirsten Larsen; The Trouble with Tink, by Kim Thorpe; and Vidia and the Fairy Crown, by Driscoll, are being published simultaneously. Krista HutleyCopyright American Library Association. All rights reserved; Title: Beck and the Great Berry Battle (Disney Fairies)",2,29561,"[29562, 29570, 29572, 29574, 29576, 29577, 29580, 29586, 29602, 29620]"
Education & Reference,"Description: Baby Professor showcases a collection of subjects that are educational for kids to help them learn how to do something themselves, exactly how something is done or how it came about. Children love to learn through attractive visuals and Baby Prof. is ideal to get your child the head start he or she needs for the future. Our Motto - ""Learning is Fun, so let's Make it Fun to Learn"".; Title: Hola! Yo Hablo Espanol | Children's Learn Spanish Books",12,70088,[58871]
Growing Up & Facts of Life,"Description: Raised in the Chicago suburb of Hoffman Estates, Michele Jakubowski has the teachers in her life to thank for her love of reading and writing. While writing has always been a passion for Michele, she believes it is the books she has read throughout the years, and the teachers who assigned them, that have made her the storyteller she is today. Michele lives in Powell, Ohio, with her husband, John, and their children, Jack and Mia.; Title: Beach Bummer (Perfectly Poppy)",2,54247,"[54218, 54251, 54268, 54301, 54350]"
Literature & Fiction,"Description: Katzs nod to presidential foibles arrives just in time for Presidents Day and the upcoming election cycle. In humorous yet informative rhymes, she explains that Washington never slept in the White House, John Quincy Adams often skinny-dipped in the Potomac, Herbert Hoover and his wife avoided eavesdroppers by conversing in Chinese, and William Howard Taft (at 350 pounds) required a special bathtub. Although admittedly trivial, these sorts of details are just the kind to pique young readers interests. The poems exhibit wide diversity (concrete, alliterative, free verse, quatrains), and each is accompanied by a footnote explaining the verses context and a cartoon-style illustration. Neubeckers artwork, rendered in India ink with digital color, is full of interesting details; the title spread, for example, features an enormous, hairy Taft being extricated by four determined aides. Appended with a list of presidential notes and quotes, this is sure to be popular; pair with Kathleen Krulls Lives of the Presidents (1998) or Judith St. Georges So You Want to Be President? (2000). Grades 2-5. --Kay Weisman; Title: The President's Stuck in the Bathtub: Poems About the Presidents",0,22978,"[18537, 18847, 29158, 33388, 49250, 64625, 67884]"
